	SUBJECTN	10.0-DseqL	11.0-DseqL	12.0-DseqL	13.0-DseqL	14.0-DseqL	15.0-DseqL	16.0-DseqL	17.0-DseqL	18.0-DseqL	19.0-DseqL	20.0-DseqL	21.0-DseqL	22.0-DseqL	23.0-DseqL	24.0-DseqL	25.0-DseqL	26.0-DseqL	27.0-DseqL	28.0-DseqL	29.0-DseqL	30.0-DseqL	31.0-DseqL	32.0-DseqL	33.0-DseqL	34.0-DseqL	35.0-DseqL	36.0-DseqL	37.0-DseqL	5.0-DseqL	6.0-DseqL	7.0-DseqL	8.0-DseqL	9.0-DseqL
41	Biotech_090	0.0534661516568408	0.0638631545319897	0.067435309151105	0.0678709377631923	0.0639502802544071	0.0568350129236488	0.0535532773792583	0.0434757354863067	0.038799988383237	0.0301745418639096	0.023698196497546002	0.0283739436006157	0.0189643655795313	0.0197194551738158	0.0191095751168937	0.0152470014230535	0.013475445067232	0.00795748264746029	0.00821885981471263	0.00374640606395028	0.0021781430604362103	0.0013940115586791699	0.00037754479714227596	0.000116167629889931			2.90419074724828e-05		0.0495454941480556	0.0646472860337467	0.0560218395144193	0.0504457932797026	0.0535823192867308
73	Biotech_091	0.0526705681902363	0.0602266834580339	0.0642269797762797	0.0634861841617898	0.0571894214386251	0.057930217053115	0.0519297725757464	0.0403733609897029	0.0405215201126009	0.0329654048448033	0.0300763019482925	0.0288910289651085	0.0205941180828209	0.0214830728202089	0.0214830728202089	0.019631083783983996	0.0153344692199422	0.0112600933402474	0.0097785021112675	0.00525964886287873	0.00229646640491888	0.00214830728202089	0.000148159122897992	7.40795614489962e-05				7.40795614489962e-05	0.0495592266093785	0.0643010593377287	0.0551151937180532	0.0467442032743166	0.0507444995925624
19	Biotech_092	0.047449791752982	0.0544277023048911	0.0587670904293596	0.0585926426655618	0.0521380754050459	0.0494123290957064	0.0438081946837044	0.036699448308946996	0.0353038661985652	0.0333413288558407	0.0301794631370069	0.0341917617043547	0.0277371944438387	0.0267777317429512	0.0281951198238078	0.0239865675221876	0.0198216271615168	0.015198761420876998	0.0121459255544168	0.00534246276630541	0.00342353736453041	0.00215879107699688	0.000152641793323012	0.000283477616171308	0.000152641793323012		6.54179114241479e-05		0.0526614186964391	0.0655051353060468	0.0564120456180902	0.0501101201508973	0.0499138664166249
91	Biotech_093	0.048255062473072	0.0523481258078414	0.0577337354588539	0.0529943989659629	0.0555794915984489	0.0575183110728134	0.0588108573890564	0.043515725980181	0.0407152089616545	0.0376992675570875	0.0308056872037915	0.036622145626885004	0.0312365359758725	0.025420077552779	0.0329599310641965	0.024989228780697998	0.0183110728134425	0.0131408875484705	0.0122791900043085	0.00732442912537699	0.003877638948729	0.0019388194743645	0.0002154243860405	0.0002154243860405					0.046531667384748	0.0551486428263679	0.0441619991383025	0.0463162429987075	0.0433003015941405
54	Biotech_094	0.0484001423533599	0.0575236985991135	0.0644796014105924	0.0627972435213045	0.058753113979746995	0.0587207609434145	0.0529295674399042	0.0406354136335695	0.0427707140315119	0.0360412824743602	0.0308324436248342	0.0351677504933838	0.0248147788669967	0.0248794849396616	0.0273059626645961	0.0233912452683684	0.0173735805105309	0.0129735675693164	0.0109676793167039	0.0066647254844867205	0.00404412954155748	0.00223235950693973	0.000291177326992138	6.47060726649196e-05	3.23530363324598e-05				0.0457795464104306	0.0534148629848911	0.0437736581578181	0.0455854281924359	0.0462001358827526
62	Biotech_096	0.0439630993816105	0.0542695907816038	0.0580880613658636	0.0616361977494678	0.0641705808806137	0.0616361977494678	0.0563308890616024	0.0452471868347244	0.044909269083904996	0.0392660426452202	0.0341972763829284	0.0348731118845673	0.0292298854458825	0.0275740884668672	0.0283512992937519	0.0266617105396546	0.0208495252255601	0.0148007974858919	0.0142263373094989	0.00804244246950292	0.00385226235934174	0.00317642685770283	0.00033791775081945096	0.000304125975737505	0.000168958875409725	0.00013516710032778		3.37917750819451e-05	0.0358868651370256	0.0486939478930828	0.0382860811678437	0.0410570067245632	0.0429155543540702
28	Biotech_097	0.0496727638865581	0.059549780643924	0.0629060484740968	0.0640807422146573	0.0598854074269412	0.0560496727638866	0.0503440174525927	0.0411142809196174	0.0411862009445497	0.0322681178529475	0.0277371562822142	0.0321722244863712	0.0251000887013641	0.0239014216191595	0.0236377148610745	0.0220075276292762	0.0172847793253902	0.0114113106225877	0.0113633639392995	0.005897442044446579	0.00328434780524057	0.00270898760578237	0.00038357346630546804	0.000143840049864551	4.7946683288183505e-05	0.00011986670822045901	2.39733416440918e-05	7.19200249322753e-05	0.0448301488744516	0.0586867403447367	0.0533167118164601	0.0475631098218781	0.0481144966796922
95	Biotech_099	0.0456720313179643	0.058721183123097	0.0682905611135276	0.06220095693779901	0.0648107872988256	0.0530665506742062	0.0508916920400174	0.0521966072205307	0.0421922575032623	0.0343627664201827	0.0282731622444541	0.0256633318834276	0.0187037842540235	0.0247933884297521	0.0308829926054806	0.0243584167029143	0.0204436711613745	0.0121792083514572	0.0100043497172684	0.006524575902566329	0.0030448020878642897	0.00521966072205307							0.0365376250543715	0.0548064375815572	0.0465419747716398	0.0491518051326664	0.0482818616789909
57	Biotech_100	0.0479110128321104	0.0570911649412001	0.0637249974871846	0.0632224344155191	0.0568901397125339	0.0570576607364224	0.0544778369685395	0.0446946091734513	0.0395014574329078	0.0359835159312494	0.0285120782658224	0.0340402720541428	0.0240560190303883	0.0248266157402754	0.0263678091600496	0.022079270948504	0.016618085569739	0.0125640767916373	0.010151774047643	0.00653331993165142	0.00445605923543405	0.0017757228532180801	0.00023452943344389702	3.35042047776996e-05	3.35042047776996e-05	3.35042047776996e-05			0.0430193989345663	0.0587998793848628	0.0509933996716588	0.0448956344021175	0.048514088518109004
88	Biotech_101	0.0515661938534279	0.0552600472813239	0.066193853427896	0.0596926713947991	0.0565898345153664	0.0534869976359338	0.0475768321513002	0.0406323877068558	0.0364952718676123	0.0304373522458629	0.0265957446808511	0.0276300236406619	0.0199468085106383	0.0196513002364066	0.0217198581560284	0.0227541371158392	0.017434988179668997	0.0101950354609929	0.00842198581560284	0.005762411347517729	0.00236406619385343	0.00354609929078014	0.000147754137115839	0.000147754137115839	0.000147754137115839	0.000147754137115839	0.000147754137115839		0.0539302600472813	0.06708037825059099	0.0614657210401891	0.0514184397163121	0.0517139479905437
84	Biotech_103	0.0488755288354487	0.0586729013582721	0.061122244488977996	0.0622355822756624	0.0582275662435983	0.0555555555555556	0.0568915608995769	0.04397684257403701	0.0403028278779782	0.0354041416165665	0.0264974393230906	0.0274994433311067	0.0211534179470051	0.0241594299710532	0.024604765085727	0.0239367624137163	0.0179247383656201	0.0169227343576041	0.0128033845468715	0.00712536183478067	0.00345134713872189	0.00267201068804275	0.00055666889334224			0.000111333778668448	0.000111333778668448		0.0446448452460476	0.0527722110888444	0.0499888666221332	0.0508795368514807	0.0480961923847695
70	Biotech_105	0.0482565569281324	0.0591492728047222	0.0645652041623562	0.0622527840321305	0.0575670906103572	0.0505081238970365	0.0525162782206536	0.0382157853100469	0.0394937016978032	0.0340169171788474	0.0278707478853526	0.0365727499543601	0.0269579504655267	0.0278707478853526	0.0262885656909876	0.0227590823343273	0.0181950952351975	0.0138136676200329	0.0100407716180856	0.00669384774539037	0.0035294833566603795	0.00152132903304327	0.000304265806608653	0.000182559483965192		0.00012170632264346101		6.08531613217307e-05	0.0438142761516461	0.0579322095782876	0.0503255644130713	0.0461266962818718	0.0492910606706018
80	Biotech_106	0.0507781324820431	0.059756584197925004	0.0638467677573823	0.0600558659217877	0.0555666400638468	0.0520750199521149	0.0562649640861931	0.0360135674381484	0.0372106943335994	0.0305267358339984	0.0275339185953711	0.0305267358339984	0.0268355945730247	0.0248403830806065	0.0280327214684757	0.0236432561851556	0.0180566640063847	0.0112729449321628	0.0116719872306464	0.00548683160415004	0.0027932960893854697	0.00219473264166002	0.000299281723862729	9.976057462090981e-05					0.0518754988028731	0.0587589784517159	0.0545690343176377	0.0477853152434158	0.0478850758180367
18	Biotech_107	0.0532135621353773	0.0648326701979642	0.0703981253203798	0.0670539702687529	0.0607318085288159	0.0562647984963507	0.0506505235921595	0.0403251397466253	0.0381526594576122	0.0301218053555301	0.0272170283398833	0.0275343569214246	0.0202602094368638	0.0205043083457417	0.0196011423828935	0.0164034466765934	0.0113505992628213	0.00947103766446164	0.00739619693899968	0.00419850123269949	0.00227011985256426	0.00231893963433983	0.00036614836331681604	9.76395635511509e-05	4.88197817755755e-05		2.4409890887787698e-05		0.0504308345741695	0.064515341616423	0.0575585227134035	0.0502843752288427	0.0520418873727634
26	Biotech_108	0.0489423573003142	0.0588387036255335	0.0601519628535247	0.0590497631443178	0.0572440317058299	0.0545940621922049	0.048801650954457994	0.0389756578021669	0.0379672623235308	0.0315651235870738	0.029829745321514	0.0327611275268515	0.0247643168706909	0.0250457295624033	0.0238497256226256	0.0208010881290746	0.0166737019839595	0.0113503118990666	0.009825993152291171	0.00443224989447024	0.00257961634069697	0.00173537826555978	0.000211059518784297	0.000117255288213498	0.000117255288213498	2.34510576426997e-05	2.34510576426997e-05	2.34510576426997e-05	0.0533746071947845	0.0642324468833544	0.0526945265231462	0.0491299657614558	0.0536091177712115
59	Biotech_110	0.0538687172982401	0.0624702711273189	0.0641747264943713	0.0612414777231647	0.0548993182178532	0.0559695576343745	0.0493102901537974	0.0343269383224988	0.0357142857142857	0.0298874266687807	0.0247344220707151	0.028936102742983996	0.0220786427778659	0.0185111780561281	0.0225543047407642	0.0181544315839543	0.0160932297447281	0.0102267322023149	0.009116854288885371	0.00499445061043285	0.00221975582685905	0.00221975582685905	0.000237830981449183	3.96384969081972e-05	7.92769938163945e-05	0.00011891549072459199	3.96384969081972e-05		0.0528381163786269	0.0698826700491517	0.0601712383066434	0.0541065482796892	0.0527192008879023
44	Biotech_111	0.0494744259792119	0.0565799518468495	0.0632744142345411	0.0603676081977803	0.0574901638381584	0.0518527218274708	0.0500616595219919	0.0379940102178636	0.0373186916436667	0.031769334664396	0.0303599741617241	0.03194550472723	0.0275118914792413	0.0268365729050443	0.0249280638910095	0.0240178518997005	0.0180867931176229	0.0115978624699043	0.0101885019672324	0.00499148511362969	0.0032591461624288	0.00170297727406189	0.000205531739972987	5.87233542779964e-05		2.93616771389982e-05			0.0513242116389688	0.0620999471489811	0.0542603793528686	0.0501497445534089	0.0468318750367021
74	Biotech_115	0.0468524251805986	0.0566219470244238	0.0621259029927761	0.0624699002407981	0.0595115239078087	0.0593739250085999	0.0478844169246646	0.0410044719642243	0.0392156862745098	0.0346061231510148	0.0316477468180255	0.0335053319573443	0.0284829721362229	0.0244238046095631	0.0247678018575851	0.022359821121431	0.0188510491916065	0.0120399036807706	0.013140694874441002	0.0072239422084623296	0.0041279669762641896	0.00323357413140695	0.000412796697626419	0.000137598899208806	0.000137598899208806	0.000137598899208806		0.000137598899208806	0.0445820433436533	0.0562779497764018	0.0499484004127967	0.0418988648090815	0.0477468180254558
86	Biotech_120	0.0523456135701034	0.06148953087728599	0.065597667638484	0.0665253114232706	0.0555261065465147	0.0556586270871985	0.0466472303206997	0.0401537238271932	0.0367081897694143	0.0324675324675325	0.0265041081367612	0.0302146832759078	0.021865889212827998	0.0245163000265041	0.0219984097535118	0.0198780811025709	0.0169626292075272	0.0100715610919693	0.0108666843360721	0.00636098595282269	0.0026504108136761197	0.00159024648820567	0.0006626027034190299		0.000132520540683806		0.000265041081367612		0.0514179697853167	0.0666578319639544	0.052610654651470995	0.0542009011396766	0.0442618605883912
66	Biotech_121	0.0480446927374302	0.0520767549186301	0.0648530483361671	0.0611124605295118	0.0583920330337624	0.0543599708525625	0.048967694923487994	0.0381345640029147	0.0384260383774593	0.0333738158853534	0.0290017002671848	0.0338596065095944	0.0257469030847705	0.026524168083556	0.0278358027690066	0.0235122662132621	0.0180714112217634	0.0141850862278358	0.0133106631042021	0.007141122176341999	0.00364342968180714	0.00296332280786981	9.71581248481904e-05	0.000145737187272286	4.85790624240952e-05		4.85790624240952e-05		0.0464901627398591	0.0606266699052708	0.0503764877337867	0.047461743988341	0.0477532183628856
