	SUBJECTN	10.0-DseqL	11.0-DseqL	12.0-DseqL	13.0-DseqL	14.0-DseqL	15.0-DseqL	16.0-DseqL	17.0-DseqL	18.0-DseqL	19.0-DseqL	20.0-DseqL	21.0-DseqL	22.0-DseqL	23.0-DseqL	24.0-DseqL	25.0-DseqL	26.0-DseqL	27.0-DseqL	28.0-DseqL	29.0-DseqL	30.0-DseqL	31.0-DseqL	32.0-DseqL	33.0-DseqL	34.0-DseqL	35.0-DseqL	36.0-DseqL	37.0-DseqL	5.0-DseqL	6.0-DseqL	7.0-DseqL	8.0-DseqL	9.0-DseqL
92	Biotech_127	0.0490399584846912	0.0583809029579657	0.0614945511157239	0.0576024909185262	0.0599377270368448	0.0552672548002076	0.0474831344058121	0.0402179553710431	0.0332122470160872	0.0321743642968345	0.027244421380384	0.0306175402179554	0.0251686559418786	0.0264660093409445	0.0249091852620654	0.0246497145822522	0.0176440062272963	0.009081473793461341	0.00856253243383498	0.00622729631551635	0.00311364815775817	0.0025947067981318102			0.000518941359626362				0.0492994291645044	0.0609756097560976	0.0570835495588998	0.0513751946030099	0.0542293720809549
53	Biotech_129	0.0483101135190918	0.0568885448916409	0.0651122291021672	0.0629514963880289	0.0597910216718266	0.0543085655314757	0.0537280701754386	0.041344169246646	0.0414086687306502	0.03528121775025799	0.0290892672858617	0.0339267285861713	0.0252837977296182	0.0253805469556244	0.0264125386996904	0.0242195562435501	0.019156346749226002	0.0129321465428277	0.0107069143446852	0.00474071207430341	0.0029669762641898897	0.00228973168214654	0.000354747162022704	0.00016124871001032	9.674922600619201e-05	3.2249742002064e-05	3.2249742002064e-05		0.0436661506707946	0.0559210526315789	0.0498258513931889	0.0448916408668731	0.0475683694530444
76	Biotech_131	0.0479678299583513	0.0609651012494614	0.0626166882091053	0.0616113744075829	0.0537842883814448	0.0552922590837283	0.0445928479103835	0.0351141749246015	0.03446790176648	0.0313083441045526	0.0276461295418641	0.0283642108286658	0.0227631767916128	0.0199626597730863	0.0201062760304466	0.019819043515726	0.0171621427545598	0.011632916846187	0.00955048111446216	0.00466752836421083	0.0023696682464455	0.0015079707022835	0.0002154243860405						0.0523481258078414	0.0753267269854948	0.0667815596725549	0.0570156541720523	0.0506247307195175
87	Biotech_132	0.0490707313812007	0.058162855996790996	0.0611044257253644	0.0586976868565316	0.0577617328519856	0.0576280251370504	0.0518785933948389	0.0366359138922316	0.0415830993448322	0.0324909747292419	0.0308864821500201	0.0375718678967776	0.02647412755716	0.0256718812675491	0.027276373846771	0.0232651423987164	0.0181842492311806	0.0108303249097473	0.0148415563578018	0.00521460088247092	0.00240673886883273	0.00374381601818425	0.000267415429870304	0.000133707714935152		0.000133707714935152	0.000133707714935152	0.000133707714935152	0.0454606230779516	0.0541516245487365	0.0517448856799037	0.047599946516914	0.044925792218211
25	CD0497	0.0505588334052861	0.0629107305607522	0.0645656449369214	0.0622631553700772	0.0591212164819878	0.0565309157192881	0.0501750851441454	0.0436273804384324	0.0428358996498297	0.0369837386674342	0.0297884587710462	0.0309636878207896	0.0224732575430518	0.0192593658559985	0.018563822132681	0.0167170336259414	0.0128315824818919	0.00791480788602677	0.0067155945699621	0.0041252938072624395	0.00187077277306087	0.00129515038134983	9.59370652851729e-05	7.19527989638797e-05	4.7968532642586496e-05				0.0548999856094402	0.0626229193648966	0.0497913368830048	0.05103851873171201	0.0490957931596872
81	CD0838	0.0428790199081164	0.0530032329419772	0.0551301684532925	0.0599795814190914	0.0564914071805343	0.0530032329419772	0.0490045941807044	0.0391356134082015	0.0419431682831377	0.0360728262719074	0.0341160456014974	0.0386251488854858	0.0319040326697295	0.0288412455334354	0.0311383358856559	0.0270546197039306	0.021269355113153	0.0141228517951336	0.0137825421133231	0.0069763484771141705	0.00391356134082015	0.00263740003403097	8.507742045261191e-05	0.00025523226135783597	8.507742045261191e-05				0.044495490896716	0.0566615620214395	0.044495490896716	0.0455164199421474	0.0426237876467586
8	CD0844	0.0515581063903548	0.0616694272177497	0.063267978891414	0.0639228072878549	0.0575478602519163	0.0540426023650861	0.0501714109625977	0.038519317437695	0.0377296714302223	0.0312584261006895	0.0261353568814761	0.0293324602288047	0.0245175455490929	0.0233427063672432	0.0229767728515851	0.0188937252031894	0.0172566542120874	0.0113054196679635	0.010226878779708	0.005643080004622321	0.0029467277839836698	0.00240745733985594	0.00030815453950156	0.00011555795231308502	0.000192596587188475	1.92596587188475e-05	3.8519317437695e-05		0.049632140518469994	0.063402796502446	0.0545048341743384	0.0510766149223836	0.0510766149223836
23	CD1071	0.0509680063649734	0.0575499674518408	0.0629746606553029	0.0624924657038841	0.0567784555295706	0.0575499674518408	0.0512573233358247	0.0397810834920558	0.0412276683463124	0.0333437808906141	0.0282566241531451	0.0314150010849386	0.0257974299009089	0.0243508450466524	0.0239409793379463	0.0215058948332811	0.0174554572413627	0.011837886057333002	0.00949924054295152	0.00588277840731008	0.0036646816307833296	0.00250741374737806	0.000361646213564144	0.000265207223280372	0.000168768232996601	0.000144658485425658	2.41097475709429e-05	4.82194951418859e-05	0.0483641536273115	0.0609494418593437	0.0508956771222605	0.0464112640740651	0.0480989464040312
39	CD1076	0.0479113561878999	0.0584976330437497	0.0622431462310774	0.0626333038547573	0.0586536960932217	0.05420589918327	0.051214690735056995	0.03880767830203399	0.0407064454039432	0.0332934505540238	0.0299120844821308	0.0323830827654372	0.0261925818030484	0.0245018987671019	0.0261405607865578	0.0229932892888727	0.0169328408677106	0.0131873276803829	0.0110024449877751	0.0055142277480102	0.00306923997294907	0.0028611559069864198	0.0004941996566612911	0.00013005254122665602	5.20210164906622e-05	7.80315247359933e-05	5.20210164906622e-05	7.80315247359933e-05	0.0479893877126359	0.0592259272746189	0.050902564636113	0.0448681267231962	0.0468449253498413
58	CD1081	0.0460154916633845	0.0535972167520021	0.0575685965603256	0.0615399763686491	0.0579952737298149	0.0582906656163844	0.0553367467506892	0.0474924510962321	0.0444400682683471	0.0384665878954969	0.0323618222397269	0.0388604437442563	0.0290796901667323	0.0279309439411842	0.0271104109229355	0.0243205986608901	0.021957463568333998	0.0149008796113956	0.0125049231981095	0.008106866220296709	0.00429959301562295	0.00278981226204542	0.000525141131679139	3.28213207299462e-05	0.00022974924510962299	9.84639621898385e-05	6.56426414598923e-05	3.28213207299462e-05	0.0380727320467376	0.0511027963765262	0.0394512275173953	0.0433569646842589	0.0431928580806092
35	CD1086	0.045827908628239995	0.0578530003550716	0.0602911587170079	0.0627766599597585	0.0626346313173157	0.0581607290803645	0.0559119422416854	0.0431293644218251	0.0425849212924606	0.0380163332938809	0.0308912297313292	0.0351757604450231	0.0279086282400284	0.0294472718664931	0.0279322996804356	0.024665640904249	0.0187241093620547	0.0140608356018464	0.0129956207835247	0.0060835601846372395	0.00338501597822227	0.0026512013256006603	0.00018937152325719	0.000165700082850041	9.468576162859509e-05	7.10143212214463e-05	2.36714404071488e-05		0.0380636761746952	0.0488815244407622	0.0458752515090543	0.043271393064268	0.0430110072197893
82	CD1096	0.0511586253218404	0.0621291839247733	0.0655994626665174	0.0645919623866562	0.0594425165118101	0.0542930706369641	0.05171834769954099	0.0401880667189074	0.0377252882570245	0.0306727862979962	0.0259711183253106	0.0324638979066383	0.0201500055972238	0.0191425053173626	0.0212694503526251	0.0188066718907422	0.0130975036381955	0.0107466696518527	0.00884361356767044	0.00335833426620396	0.00235083398634277	0.0027986118885033	0.00022388895108026402	0.00011194447554013201			0.00011194447554013201		0.0548527930146647	0.0623530728758536	0.0536214037837233	0.055076681965745	0.0522780700772417
11	CD1110	0.0415848363092557	0.05259364696131599	0.0576386011062864	0.0608277328336426	0.0602691843390209	0.0576746364930362	0.0541611862849318	0.0475306751229708	0.0452964811444839	0.0401434208392642	0.0362696167636619	0.0391884830903948	0.0314408749391903	0.0312066449253167	0.031152591845192	0.0283778670654583	0.023495072160862003	0.0170807733193996	0.0156213401560332	0.00808994432532747	0.00396389254247671	0.00349543251472946	0.000576566187996613	0.00025224770724851804	0.00023423001387362402	0.000144141546999153	3.60353867497883e-05	0.00012612385362425902	0.034377758959297997	0.0425037386713753	0.0369903244986577	0.0369903244986577	0.0394227131042684
1	CD1113	0.0497779970399605	0.0605821410952146	0.0638217398454202	0.0631968426245683	0.0594967932905772	0.057079427725703	0.0527709258345667	0.0418352244696596	0.0384147344186811	0.0326591021213616	0.0285972701858247	0.0293866140437428	0.02359809241901	0.0228087485610919	0.0217398454201612	0.0210162802170696	0.0162473277421477	0.0109192567012005	0.009981910869922709	0.00555829633283999	0.00300937345831278	0.0026640355204736103	0.000131557309653018	0.000180891300772899	0.000197335964479526	3.28893274132544e-05	3.28893274132544e-05	1.64446637066272e-05	0.0467686235816478	0.0611577043249466	0.0545140601874692	0.049317546456175	0.0500740009866798
97	CD1114	0.03983101991551	0.056125528062764	0.0651780325890163	0.0543150271575136	0.0579360289680145	0.0531080265540133	0.0506940253470127	0.0446590223295112	0.0500905250452625	0.0416415208207604	0.0247435123717562	0.0337960168980085	0.0289680144840072	0.0283645141822571	0.0271575135787568	0.024140012070006003	0.0331925165962583	0.0150875075437538	0.0156910078455039	0.00905250452625226	0.0048280024140012106	0.0024140012070006		0.000603500301750151					0.0368135184067592	0.0615570307785154	0.0362100181050091	0.0434520217260109	0.03983101991551
47	CD1115	0.0483577178447617	0.0553792819789647	0.0573182913214642	0.0576120806157824	0.0534696515658969	0.0506198954110112	0.048945296433398	0.0391327340031729	0.037722545390446	0.0341970738586286	0.0300252658793114	0.03211116986897	0.0287619719137435	0.0264704154180622	0.0297314765849932	0.0257065632528351	0.0219460602855632	0.0160408954697691	0.0130736235971561	0.00846113167636171	0.00452435513249897	0.00337857688465832	0.000323168223749927	8.81367882954345e-05	0.00026441036488630403	2.9378929431811498e-05	2.9378929431811498e-05	2.9378929431811498e-05	0.0471825606674893	0.06140196251248599	0.0520007050943064	0.0476820024678301	0.0445090780891944
48	CD1120	0.0495689655172414	0.0648676542010685	0.0682673627974745	0.0639570179698883	0.0583110733365712	0.0534239922292375	0.0505099562894609	0.0402197668771248	0.0377914035939777	0.0337238950947062	0.0257102962603205	0.029777804759592005	0.0235551238465274	0.0224927149101506	0.0201250607090821	0.0177574065080136	0.0146005342399223	0.00983487129674599	0.008195726080621659	0.005099562894609029	0.00251942690626518	0.00200339970859641	0.000303545410393395	0.000182127246236037	0.00015177270519669699	3.03545410393395e-05		6.0709082078679e-05	0.0515116561437591	0.0629856726566294	0.0568237008256435	0.0512991743564837	0.0492957746478873
33	CD1125	0.0493955445168158	0.0563651570063614	0.0619915350888309	0.0619915350888309	0.0581645842309349	0.0530704311022125	0.0503586182426439	0.0373317788985478	0.0385736371239577	0.0329219149960717	0.0281572344577641	0.0299313176369212	0.0233418658286236	0.0229363611019591	0.0222774159211293	0.020680741059888	0.0174873913374053	0.0110500038016068	0.00952936107661505	0.0056010340370529895	0.00329472590414882	0.00217958790582153	0.000329472590414882	0.000202752363332235	0.000152064272499176	7.603213624958821e-05		7.603213624958821e-05	0.0533999036926274	0.0664520870821401	0.0535012798742935	0.0499277694705629	0.0509922193780571
34	CD1127	0.0499703783839477	0.0573371455065296	0.0607887077248023	0.0610720449218247	0.056899260747495004	0.0547098369523221	0.0480642917857971	0.0395384179481235	0.0373747520799526	0.0309352703294439	0.0264276331040878	0.0323777142415578	0.0254745898050125	0.0255518635860186	0.0264276331040878	0.0248306416299616	0.0183654019524509	0.0145789866831517	0.0119774360559462	0.007186461633567729	0.0034258042912706397	0.00296216160523401	0.000231821343018314	0.000309095124024419	0.000206063416016279	5.15158540040697e-05	2.57579270020349e-05	5.15158540040697e-05	0.0490173350848724	0.0610462869948227	0.0534992143832264	0.0452051618885712	0.045797594209618
29	CD1129	0.0505855968103663	0.0594567655120857	0.062447047096935	0.0645900822327436	0.06050336406678299	0.0569399451781709	0.0542486917518066	0.0426613506105158	0.0399451781709444	0.0335160727635186	0.0283329180164465	0.0306254672314976	0.0245701470221779	0.0229254921505108	0.0219785696486419	0.0209070520807376	0.0170196860204336	0.0120608023922253	0.0120358833790182	0.006753052579117871	0.00338898579616247	0.0031896336905058603	0.000323947171692001	0.000224271118863693	0.000124595066035385	9.9676052828308e-05		2.4919013207077e-05	0.0471716920009968	0.056964864191378	0.0486668327934214	0.0442063294293546	0.0476949912783454
72	CD1149	0.0438708113676301	0.0479306792704357	0.0582924316790887	0.0552626795128159	0.0515057868266376	0.0488396049203175	0.048112464400412	0.0394473732048718	0.0365994061685754	0.034417984608859004	0.0321153729624917	0.0395685632915228	0.0349633399987881	0.0339938193055808	0.0359934557353209	0.0338726292189299	0.0253287281100406	0.015815306307943998	0.0141792401381567	0.009210446585469309	0.0050899836393383	0.00448403320608374	0.00024238017330182403	0.000181785129976368		0.00012119008665091201	0.00012119008665091201	6.059504332545601e-05	0.0442949766709083	0.0524753075198449	0.0459310428406956	0.0432648609343756	0.0435072411076774
2	CD1169	0.047761486784681	0.0576995374229719	0.0605599960770853	0.0614753428464015	0.056342862747020994	0.0564736265712091	0.0491345069386554	0.0400791121136338	0.0393599110805996	0.0326746105689861	0.029013223491721	0.0319390640579284	0.0264960198761013	0.0248614720737508	0.0269536932607594	0.0220010134196375	0.0193530459798297	0.0144330570947547	0.0123571813857696	0.00694682815998954	0.004168096895993721	0.0033344775167949803	0.000555746252799163	0.000277873126399582	0.000310564082446591	9.80728681410288e-05	1.63454780235048e-05	6.53819120940192e-05	0.0469605583615293	0.0588110299285703	0.0525834028016149	0.0478105232187515	0.0479085960868926
83	CD1187	0.0501015572105619	0.0563078311893478	0.0657865041751298	0.0592417061611374	0.0505529225908373	0.0473933649289099	0.0510042879711126	0.0389302640487475	0.0359963890769578	0.031144211238997997	0.0287745429925525	0.0322726246896863	0.0247122545700745	0.0262920334010381	0.0248250959151433	0.0213270142180095	0.0129767546829158	0.0110584518167457	0.0104942450914015	0.007109004739336491	0.00315955766192733	0.00282103362672083	0.000451365380275333	0.000451365380275333	0.000112841345068833	0.000225682690137666			0.0570977206048296	0.0688332204919883	0.0569848792597608	0.045362220717671	0.0508914466260438
15	CD1202	0.0468458262529633	0.0570625380242096	0.0611743973818365	0.0634191369291124	0.0588457423374662	0.0586149747204565	0.053202425157865996	0.0436780162376487	0.0435101852434598	0.0383913399206999	0.0322864875070804	0.0337759875805064	0.0264753393332914	0.0253634589967902	0.0250068181341389	0.0203285291711247	0.0171816980300837	0.0121257893301445	0.0103216061426144	0.0053076551912224395	0.0026223592842008103	0.00243354941573835	0.000167830994188852	0.000272725365556884	0.00010489437136803199	0.00010489437136803199		4.1957748547213e-05	0.0440975937231208	0.0570835168984832	0.0484821784463046	0.0444961923343193	0.0467828896301424
4	CD1205	0.0474193230040462	0.0568275272212902	0.0618441396098556	0.0603967235764334	0.0555774861015165	0.0544261324385671	0.0518438106516662	0.0390144412645153	0.038471660251982	0.034326787065363996	0.0303463929734531	0.0340636205138327	0.0252804368564755	0.0245238330208231	0.0256587387743018	0.0220237507812757	0.0199842100069081	0.0137504523175104	0.0125662028356196	0.00810881936905819	0.004276456462383629	0.00299351952366854	0.000476989374650482	0.000328958189414125	0.000164479094707063	9.86874568242376e-05	9.86874568242376e-05	4.93437284121188e-05	0.0469423336293957	0.0597059113786638	0.0517780190137834	0.0464488963452745	0.0482088226586401
16	CD1208	0.0474468085106383	0.0604042553191489	0.0626170212765957	0.0620425531914894	0.0611914893617021	0.0578510638297872	0.0527659574468085	0.0426808510638298	0.0411276595744681	0.0344255319148936	0.0281276595744681	0.0311702127659574	0.023468085106383	0.0239787234042553	0.0246595744680851	0.0216170212765957	0.0171489361702128	0.0132765957446809	0.0122765957446809	0.0068085106382978705	0.0031063829787234	0.0031063829787234	0.000468085106382979	0.00014893617021276599	0.00014893617021276599	8.51063829787234e-05	4.25531914893617e-05	4.25531914893617e-05	0.0463829787234043	0.0573404255319149	0.0489787234042553	0.0464893617021277	0.04653191489361701
20	CD1211	0.0542784324610765	0.0654318806934316	0.0685609023694769	0.0609906886371092	0.0574579222286709	0.0532438365843196	0.0456988568977264	0.0385323878977516	0.0370940472886018	0.030154684700598	0.0237200030280855	0.026268641651316	0.0183956193696535	0.0169572787605037	0.016250725478816	0.0139544273133311	0.0102197885386964	0.00696459663377829	0.00656085190138535	0.00338136213379091	0.00217012793661208	0.00161497892957178	0.00010093618309823599	2.5234045774558998e-05	7.57021373236771e-05	5.0468091549118105e-05	2.5234045774558998e-05		0.0660122637462464	0.0742637967145272	0.060486007721617996	0.0526382194857302	0.0528905599434757
32	CD1212	0.0505675954592363	0.0596749226006192	0.0648606811145511	0.0635448916408669	0.0609391124871001	0.0606037151702786	0.0566305469556244	0.0429824561403509	0.042156862745097994	0.0353199174406605	0.0315273477812177	0.0321981424148607	0.0252321981424149	0.0250515995872033	0.0259029927760578	0.0229876160990712	0.0202012383900929	0.013828689370485002	0.0124871001031992	0.00637254901960784	0.003328173374613	0.00368937048503612	0.000412796697626419	0.000206398348813209	0.000128998968008256	2.57997936016512e-05	2.57997936016512e-05	0.000103199174406605	0.0378998968008256	0.0489938080495356	0.0476006191950464	0.0419504643962848	0.0453818369453044
65	CD1268	0.0493821510297483	0.057070938215103	0.0573455377574371	0.0589473684210526	0.0544622425629291	0.0530434782608696	0.0467276887871854	0.0381235697940503	0.0373455377574371	0.0344622425629291	0.0268649885583524	0.0317620137299771	0.0277345537757437	0.0246681922196796	0.0263157894736842	0.0241189931350114	0.0187643020594966	0.0140503432494279	0.0126315789473684	0.00736842105263158	0.00329519450800915	0.00283752860411899	0.000594965675057208	9.1533180778032e-05	0.00013729977116704799	0.00013729977116704799	9.1533180778032e-05		0.051487414187643	0.0646224256292906	0.0529061784897025	0.0490617848970252	0.0467276887871854
12	CD1362_HC	0.0521500871809968	0.0617060302076493	0.0657593804488123	0.0600982767600371	0.0588301895337515	0.0520821539367315	0.0465116279069767	0.0367065963180182	0.0376350173229773	0.031498380924345	0.0289169176422635	0.031498380924345	0.0229614365616721	0.0247050564978148	0.0230973030502027	0.0194062634451213	0.0147415140055705	0.011027829985733999	0.00790290074953013	0.00495912683136704	0.00276261860012228	0.00113222073775503	2.26444147551007e-05	2.26444147551007e-05	2.26444147551007e-05	2.26444147551007e-05		2.26444147551007e-05	0.0502932451710786	0.0650347591766491	0.05735830257467	0.054437173071262	0.0519462874482009
56	CD1363_HC	0.0515511598121531	0.0642165931407429	0.0633271666429486	0.0637540913618899	0.0612281201081543	0.0570300270385655	0.0505194250747118	0.0396684218016223	0.0412693894976519	0.0321616621602391	0.0276789526113562	0.0314145439020919	0.0244058630994735	0.0234097054219439	0.0236943219012381	0.0194250747118258	0.0160452540202078	0.0108510032730895	0.0100327308951188	0.00547886722641241	0.00281058773302974	0.0021702006546179	0.000177885299558844	0.000142308239647076	0.000177885299558844	3.5577059911768894e-05	3.5577059911768894e-05	3.5577059911768894e-05	0.0452184431478583	0.0587021488544187	0.0519780845310943	0.0497723068165647	0.0511242350932119
24	CD1368	0.0496472248353716	0.0584430856067733	0.0617121354656632	0.0623706491063029	0.0582079021636877	0.0572671683913452	0.05562088428974599	0.0436030103480715	0.04068673565381	0.0343367826904986	0.0298918156161806	0.031961429915334	0.0231655691439323	0.0243179680150517	0.0226952022577611	0.0204609595484478	0.0178033866415804	0.0114769520225776	0.0122295390404516	0.00555032925682032	0.00345719661335842	0.00293979303857008	0.000446848541862653	9.40733772342427e-05	9.40733772342427e-05	7.055503292568199e-05	7.055503292568199e-05	4.70366886171214e-05	0.046307619943556005	0.0561618062088429	0.0514581373471308	0.0493179680150517	0.0466368767638758
61	HC_09_BB	0.0493270226297885	0.0561677266676527	0.0639328501700932	0.0661884336636592	0.0601612187546221	0.0568333086821476	0.0525809791450969	0.0416358526845141	0.0405635261056057	0.0325765419316669	0.0251072326578908	0.0308386333382636	0.024515604200562	0.0233323472859045	0.025255139772223	0.0218902529211655	0.0195237390918503	0.0129418725040674	0.0107232657890845	0.007025587930779471	0.003956515308386329	0.00299511906522704	0.0005546516787457481	0.000184883892915249	0.00022186067149829902	3.69767785830498e-05	3.69767785830498e-05	3.69767785830498e-05	0.0455184144357344	0.0582384262683035	0.054134003845585	0.0462949267859784	0.0471084159148055
6	HC_10_BB	0.0498532110091743	0.0591926605504587	0.0634862385321101	0.0605871559633028	0.0614495412844037	0.056348623853211	0.0513394495412844	0.0404220183486239	0.0394495412844037	0.0322018348623853	0.0304036697247706	0.0325871559633027	0.0254495412844037	0.0243853211009174	0.024697247706422	0.0217064220183486	0.0178899082568807	0.0127706422018349	0.0111009174311927	0.00634862385321101	0.0037064220183486204	0.00275229357798165	0.00031192660550458703	0.000201834862385321	0.000165137614678899			3.6697247706421995e-05	0.0458348623853211	0.0570825688073395	0.0496697247706422	0.0472844036697248	0.0481651376146789
38	HC_11_BB	0.0462805434326997	0.0536282269398624	0.0564390857311931	0.0566363389797076	0.0535789136277338	0.0532337204428335	0.0476366595162364	0.035135734891634005	0.0380452203072219	0.033434425623197005	0.0309441033607022	0.0333357989989398	0.0300811203984516	0.0279113346647928	0.0291195108119437	0.0288976009073649	0.0224129003624528	0.0157309465690263	0.0148433069507113	0.00828463643760633	0.00384643834603151	0.00352590181719555	0.000715043025864832	0.000616416401607614	0.000147939936385827	0.000320536528835959	4.93133121286091e-05		0.0472421530192075	0.0597184209877456	0.0502502650590527	0.0447271741006485	0.0486475824148729
64	HC_12_BB	0.0573722052595292	0.0585541219344036	0.0625430907121048	0.0622476115433862	0.0583571358219246	0.0509701566039594	0.0440263961390722	0.0325519550871664	0.0326504481434059	0.0284152467251059	0.0259529203191175	0.0295479168718605	0.0231458682162908	0.0214714862602187	0.0208312813946617	0.0171377917856791	0.0152664237171279	0.0102432778489117	0.00945533339899537	0.00586033684625234	0.0025608194622279102	0.00192061459667093	0.000147739584359303	0.00019698611247907	0.000147739584359303				0.0559933024721757	0.0705702747956269	0.0626908302964641	0.0579631635969664	0.0527430316162711
69	HC_13_BB	0.0425110241292177	0.0569290987464698	0.0596541643957786	0.0601000842293019	0.0573750185799931	0.055789525838577	0.0510825942624981	0.0431551305554179	0.0406777981469554	0.0336917207550909	0.0308180151612743	0.0329980676807214	0.0274488430857652	0.0265570034187187	0.0288361492345043	0.0224446316206709	0.0230887380468711	0.0145171679135906	0.0153594609324679	0.00886885002229599	0.00391418520537086	0.00262597235297032	0.00034682653718475897	0.000445919833523262	0.000396373185354011	9.90932963385027e-05		4.954664816925129e-05	0.0423128375365407	0.0559381657830848	0.0493484615765743	0.0462765693900808	0.0459792895010653
43	HC_14_BB	0.0471607314725698	0.0564912843546145	0.063736498770185	0.0649663137632339	0.0603678750935729	0.0573200727194952	0.0566784301144263	0.0444604855095712	0.0459041813709764	0.0383648807614159	0.0296759704844402	0.0320821302534488	0.0233130146508395	0.0218693187894343	0.022002994332157	0.0202919473853064	0.0173510854454069	0.0118703881937761	0.0117901828681424	0.0061758100737889	0.0029141268313549397	0.0021655437921078	0.00037429151962357004	0.000133675542722703	0.000294086193989948	8.02053256336221e-05	2.67351085445407e-05		0.0458507111538873	0.0552347342530211	0.0499946529782911	0.0432574056250668	0.0434712864934232
63	HC_15_BB	0.0476190476190476	0.0597276581865623	0.0627853881278539	0.0648646444879322	0.0589530332681018	0.0546722113502935	0.0530821917808219	0.0408920417482061	0.0393020221787345	0.0369373776908023	0.0304142204827136	0.031841161121983	0.025807240704501	0.0230348988910633	0.0237687540769733	0.0205071754729289	0.0175309849967384	0.0104370515329419	0.0103147423352903	0.00631930854533594	0.00350619699934768	0.0026092628832354897	0.000326157860404436	0.000122309197651663	8.15394651011089e-05	0.000122309197651663	0.000122309197651663	8.15394651011089e-05	0.0465998043052838	0.0578930202217873	0.0531229615133725	0.0472521200260926	0.04676288323548599
49	HC_16_BB	0.0440859922072968	0.0553390915778862	0.0618511757172829	0.0583907795427918	0.0589629710362116	0.0514699871938094	0.0504345930628593	0.0425873954388164	0.0410343042423912	0.034930928312580004	0.027519686112095	0.0343314896051879	0.0287185635268794	0.0288547995967412	0.027519686112095	0.0241137843655486	0.0220429961036484	0.0151222037546661	0.0140050679817989	0.007084275632816541	0.0032424184627121897	0.00234326040162393	0.000299719353696085	0.000163483283834228	0.000163483283834228	2.72472139723713e-05	5.44944279447426e-05	5.44944279447426e-05	0.0462930165390589	0.0576278575515654	0.0493719517179368	0.0448489141985232	0.0444129587749653
13	HC_20_BB	0.0485521399456522	0.0546662703804348	0.0597401494565217	0.0568104619565217	0.05107846467391299	0.0533712635869565	0.0451766304347826	0.0360266644021739	0.0365149456521739	0.0325025475543478	0.029487941576087	0.0349014945652174	0.027046535326087	0.0285750679347826	0.0270889945652174	0.021781589673913	0.0191491168478261	0.0128439198369565	0.0119947350543478	0.00677224864130435	0.0035665760869565202	0.00309952445652174	0.0005519701086956519	0.000169836956521739	0.00019106657608695702	8.491847826086959e-05	0.000127377717391304		0.0509298573369565	0.0658118206521739	0.0582116168478261	0.05224609375	0.0473420516304348
3	HC_21_BB	0.0482658622356294	0.0581656972383794	0.0625489575173747	0.0625322911284812	0.0600156664055599	0.0558490691821803	0.0532657789036849	0.0450992483458609	0.0428992850119165	0.0369993833436109	0.0302161630639489	0.0323994600089998	0.0251995800069999	0.0242995950067499	0.0230996150064166	0.0213329777837036	0.0159164013933101	0.00993316778053699	0.0102331627806203	0.0060498991683471896	0.0027499541674305397	0.00214996416726388	0.00031666138897685	6.666555557407379e-05	0.00011666472225462901	1.66663888935184e-05		1.66663888935184e-05	0.0470492158464026	0.0585656905718238	0.0504991583473609	0.044749254179097	0.046999216679722
45	HC_22_BB	0.0504171200580341	0.0631120783460283	0.0619634868818764	0.0617216781525813	0.0577016080280498	0.0580643211219925	0.0515354854310241	0.0414097448917906	0.0408656752508766	0.033822996010156	0.0295913432474912	0.0318280739934712	0.0224277596421231	0.0207350985370572	0.0191028896143151	0.0177729416031919	0.014961915125136	0.0103977753596905	0.00912827953089107	0.00562205295611172	0.0028714786603796397	0.0024785394752750603	0.000302260911618909	0.000151130455809455	0.00018135654697134599	3.02260911618909e-05	6.0452182323781896e-05	3.02260911618909e-05	0.0500846330552533	0.0602708257768105	0.0556160077378793	0.049328980776206	0.0497521460524725
14	HC_23_BB	0.04332383665717	0.0527825261158595	0.0572079772079772	0.0567331433998101	0.0542830009496676	0.0522127255460589	0.047008547008547	0.0400949667616334	0.0384425451092118	0.0347388414055081	0.0328395061728395	0.0379297245963913	0.0331244064577398	0.0323076923076923	0.0354605887939221	0.0318898385565052	0.0232858499525166	0.017340930674264	0.0145489078822412	0.00830009496676163	0.0039696106362773	0.00265906932573599	7.597340930674259e-05	9.49667616334283e-05	3.7986704653371296e-05	1.89933523266857e-05	7.597340930674259e-05		0.0440835707502374	0.0544349477682811	0.0464387464387464	0.0414814814814815	0.0409496676163343
22	HC_24_BB	0.048470201997173	0.0584788655328074	0.0600747799917924	0.0627878345720669	0.0550590488349824	0.0531667502621859	0.0516620309151429	0.039761068806712006	0.036842825224568	0.031781496511787	0.028133692034107004	0.032465459851352	0.0279285030322375	0.0270621494687885	0.027540923806483996	0.024713875336282002	0.019196571063791003	0.0126533217819525	0.012083352332315	0.00581368838630249	0.003465414253796	0.00273585335826	0.0002963841138115	0.0001595914458985	0.00013679266791299997	9.11951119419999e-05	4.5597555971e-05	2.27987779855e-05	0.048196616661347	0.0579316948611554	0.0519584150289545	0.0483106105512745	0.0469426838721445
