"SAMPLE"	"GENE"	"SEQ_COUNT"	"SEQ_FREQ"
"CD1081"	"V2-70_J4*02"	89	0.00292109754496521
"CD1081"	"V3-30_J5*02"	89	0.00292109754496521
"CD1081"	"V3-73_J4*02"	89	0.00292109754496521
"CD1110"	"V3-7_J3*02"	89	0.00160357471036558
"CD1110"	"V4-39_J4*02,J5*02"	89	0.00160357471036558
"CD1129"	"V4-31_J6*02"	89	0.00221779217542985
"CD1149"	"V1-8_J6*02"	89	0.00539295885596558
"CD1169"	"V1-46_J5*02"	89	0.00145474754409193
"CD1169"	"V3-30-3_J2*01"	89	0.00145474754409193
"CD1187"	"V1-69_J5*02"	89	0.0100428797111262
"CD1211"	"V4-4_J6*02"	89	0.00224583007393575
"CD1362_HC"	"V3-30_J4*02,J5*02"	89	0.00201535291320396
"CD1362_HC"	"V4-39_J2*01"	89	0.00201535291320396
"CD1368"	"V4-38-2_J6*02"	89	0.0020931326434619
"HC_09_BB"	"V3-73_J4*02"	89	0.00329093329389144
"HC_10_BB"	"V3-11_J5*02"	89	0.00163302752293578
"HC_11_BB"	"V1-24_J4*02"	89	0.00219444238972311
"HC_11_BB"	"V1-69_J4*02,J5*02"	89	0.00219444238972311
"HC_11_BB"	"V5-51_J6*02"	89	0.00219444238972311
"HC_15_BB"	"V1-8_J3*02"	89	0.00362850619699935
"HC_20_BB"	"V3-21_J4*02,J5*02"	89	0.00188943614130435
"HC_21_BB"	"V3-64_J6*02"	89	0.00148330861152314
"HC_23_BB"	"V3-74_J6*02"	89	0.00169040835707502
"HC_23_BB"	"V4-59_J2*01"	89	0.00169040835707502
"HC_24_BB"	"V3-53_J3*02"	89	0.0020290912407095
"HC_30_BB"	"V2-5_J4*02"	89	0.00751562236108765
"HC_33_BB"	"V1-69_J5*02"	89	0.00571245186136072
"HC_35_BB"	"V3-66_J3*02"	89	0.00225339274863277
"HC_36_BB"	"V2-70_J4*02"	89	0.00343403943357642
"BC_10"	"V2-26_J6*03"	88	0.00224318123884782
"BC_16"	"V3-43_J4*02"	88	0.00170407234561685
"BC_16"	"V3-9_J5*02"	88	0.00170407234561685
"BC_17"	"V3-53_J4*02"	88	0.00209075789973866
"Biotech_065"	"V3-30_J3*02"	88	0.00195716477993016
"Biotech_078"	"V1-18_J5*02"	88	0.00488454706927176
"Biotech_080"	"V3-30-3_J3*02"	88	0.0069335014182162
"Biotech_081"	"V3-23_J4*02,J5*02"	88	0.00279373948379314
"Biotech_087"	"V3-11_J6*02"	88	0.00250199021949278
"Biotech_090"	"V3-11_J5*02"	88	0.00255568785757849
"Biotech_091"	"V3-66_J4*02"	88	0.00651900140751167
"Biotech_092"	"V3-11_J6*03"	88	0.00191892540177501
"Biotech_094"	"V1-46_J6*02"	88	0.00284706719725646
"Biotech_096"	"V1-2_J3*02"	88	0.00297367620721116
"Biotech_096"	"V3-74_J6*02"	88	0.00297367620721116
"Biotech_097"	"V1-69_J4*02,J5*02"	88	0.00210965406468008
"Biotech_105"	"V3-21_J3*02"	88	0.0053550781963123
"Biotech_129"	"V4-31_J3*02"	88	0.00283797729618163
"Biotech_132"	"V3-15_J4*02"	88	0.0117662789142934
"CD0838"	"V3-30-3_J3*02"	88	0.00748681299982985
"CD0838"	"V4-34_J5*02"	88	0.00748681299982985
"CD0844"	"V3-49_J6*02"	88	0.00169484996725858
"CD0844"	"V4-39_J4*02,J5*02"	88	0.00169484996725858
"CD1071"	"V1-8_J3*02"	88	0.00212165778624298
"CD1076"	"V6-1_J4*02"	88	0.00228892472558914
"CD1086"	"V3-7_J3*02"	88	0.00208308675582909
"CD1086"	"V4-31_J6*03"	88	0.00208308675582909
"CD1086"	"V4-59_J3*02"	88	0.00208308675582909
"CD1125"	"V3-7_J3*02"	88	0.00223027599665459
"CD1149"	"V3-49_J4*02"	88	0.00533236381264013
"CD1202"	"V5-10-1_J3*02"	88	0.00184614093607737
"CD1205"	"V4-61_J4*02"	88	0.00144741603342215
"CD1212"	"V3-49_J6*02"	88	0.0022703818369453
"CD1363_HC"	"V5-10-1_J6*02"	88	0.00313078127223566
"HC_10_BB"	"V6-1_J5*02"	88	0.00161467889908257
"HC_11_BB"	"V3-7_J3*02"	88	0.0021697857336588
"HC_11_BB"	"V4-59_J6*02"	88	0.0021697857336588
"HC_13_BB"	"V3-30-3_J5*02"	88	0.00436010503889412
"HC_13_BB"	"V3-7_J6*02"	88	0.00436010503889412
"HC_20_BB"	"V3-73_J6*02"	88	0.00186820652173913
"HC_23_BB"	"V1-24_J5*02"	88	0.00167141500474834
"HC_31_BB"	"V2-26_J4*02"	88	0.0028020123543272
"HC_36_BB"	"V2-5_J5*02"	88	0.0033954547208396
"HC_38_BB"	"V4-34_J3*02"	88	0.0066838827282394
"BC_10"	"V2-5_J5*02"	87	0.00221769054295182
"BC_10"	"V3-21_J4*02,J5*02"	87	0.00221769054295182
"BC_12"	"V3-33_J3*02"	87	0.00216294160057678
"BC_13"	"V1-24_J5*02"	87	0.00126501294093698
"BC_14"	"V1-24_J3*02"	87	0.00154729934017465
"BC_16"	"V3-11_J3*02"	87	0.00168470788714394
"BC_16"	"V3-49_J6*02"	87	0.00168470788714394
"Biotech_045"	"V3-48_J5*02"	87	0.0025633470830878
"Biotech_045"	"V5-10-1_J4*02"	87	0.0025633470830878
"Biotech_050"	"V5-10-1_J4*02"	87	0.00223139859960502
"Biotech_064"	"V1-2_J5*02"	87	0.00253540828816227
"Biotech_065"	"V3-23_J1*01"	87	0.00193492427106732
"Biotech_065"	"V4-4_J6*02"	87	0.00193492427106732
"Biotech_072"	"V4-39_J5*02"	87	0.0122088127982038
"Biotech_079"	"V4-34_J6*03"	87	0.0130239520958084
"Biotech_091"	"V4-59_J3*02"	87	0.00644492184606267
"Biotech_092"	"V5-10-1_J6*03"	87	0.00189711943130029
"Biotech_093"	"V3-30_J6*02"	87	0.0187419215855235
"Biotech_093"	"V4-34_J6*02"	87	0.0187419215855235
"Biotech_096"	"V4-38-2_J3*02"	87	0.00293988443212922
"Biotech_101"	"V3-7_J4*02"	87	0.012854609929078
"Biotech_108"	"V1-69_J4*02,J5*02"	87	0.00204024201491487
"Biotech_108"	"V3-7_J6*03"	87	0.00204024201491487
"Biotech_108"	"V4-30-2_J3*02"	87	0.00204024201491487
"Biotech_111"	"V3-43_J4*02"	87	0.00255446591109284
"Biotech_121"	"V1-18_J5*02"	87	0.00422637843089628
"Biotech_129"	"V1-69_J2*01"	87	0.00280572755417957
"Biotech_131"	"V3-48_J3*02"	87	0.00624730719517449
"CD0497"	"V4-4_J5*02"	87	0.00208663116995251
"CD1081"	"V3-53_J6*02"	87	0.00285545490350532
"CD1086"	"V5-10-1_J3*02"	87	0.00205941531542194
"CD1115"	"V3-9_J5*02"	87	0.0025559668605676
"CD1125"	"V3-43_J6*02"	87	0.00220493195123806
"CD1125"	"V3-74_J6*02"	87	0.00220493195123806
"CD1127"	"V1-46_J3*02"	87	0.00224093964917703
"CD1129"	"V4-34_J1*01"	87	0.0021679541490157
"CD1202"	"V1-8_J5*02"	87	0.00182516206180376
"CD1202"	"V3-30_J4*02,J5*02"	87	0.00182516206180376
"CD1205"	"V2-26_J5*02"	87	0.00143096812395145
"CD1205"	"V3-21_J2*01"	87	0.00143096812395145
"CD1208"	"V3-9_J5*02"	87	0.00185106382978723
"HC_09_BB"	"V3-49_J6*02"	87	0.00321697973672534
"HC_10_BB"	"V3-23_J2*01"	87	0.00159633027522936
"HC_12_BB"	"V1-24_J4*02"	87	0.00428444794641978
"HC_13_BB"	"V3-30_J3*02"	87	0.00431055839072487
"HC_13_BB"	"V3-9_J3*02"	87	0.00431055839072487
"HC_16_BB"	"V3-66_J6*02"	87	0.00237050761559631
"HC_23_BB"	"V4-30-4_J3*02"	87	0.00165242165242165
"HC_24_BB"	"V4-4_J6*03"	87	0.0019834936847385
"HC_30_BB"	"V4-59_J5*02"	87	0.00734673197095085
"HC_31_BB"	"V3-23_J6*03"	87	0.00277017130484621
"HC_31_BB"	"V3-30_J5*02"	87	0.00277017130484621
"HC_33_BB"	"V3-21_J5*02"	87	0.00558408215661104
"HC_38_BB"	"V4-39_J3*02"	87	0.0066079295154185
"BC_10"	"V4-30-4_J6*03"	86	0.00219219984705582
"BC_10"	"V4-61_J6*03"	86	0.00219219984705582
"BC_12"	"V4-59_J3*02"	86	0.00213808020286901
"BC_17"	"V1-3_J5*02"	86	0.00204324067474459
"BC_17"	"V2-26_J5*02"	86	0.00204324067474459
"BC_17"	"V5-10-1_J4*02"	86	0.00204324067474459
"BC_18"	"V2-70_J6*02"	86	0.00169291338582677
"BC_18"	"V3-30-3_J3*02"	86	0.00169291338582677
"Biotech_045"	"V3-15_J5*02"	86	0.00253388332351208
"Biotech_050"	"V1-18_J3*02"	86	0.00220575033983944
"Biotech_050"	"V4-38-2_J3*02"	86	0.00220575033983944
"Biotech_064"	"V3-66_J5*02"	86	0.0025062656641604
"Biotech_064"	"V4-38-2_J3*02"	86	0.0025062656641604
"Biotech_065"	"V3-15_J5*02"	86	0.00191268376220448
"Biotech_065"	"V3-30-3_J5*02"	86	0.00191268376220448
"Biotech_067"	"V1-8_J5*02"	86	0.00237418214946305
"Biotech_067"	"V2-26_J5*02"	86	0.00237418214946305
"Biotech_072"	"V5-51_J4*02"	86	0.0120684816166152
"Biotech_086"	"V4-31_J6*03"	86	0.00200943969344362
"Biotech_089"	"V3-15_J6*02"	86	0.00267279960218797
"Biotech_089"	"V4-39_J2*01"	86	0.00267279960218797
"Biotech_092"	"V3-23_J1*01"	86	0.00187531346082557
"Biotech_094"	"V3-73_J4*02"	86	0.00278236112459154
"Biotech_096"	"V1-46_J3*02"	86	0.00290609265704727
"Biotech_097"	"V3-74_J6*02"	86	0.00206170738139189
"Biotech_107"	"V3-21_J4*02,J5*02"	86	0.00209925061634975
"Biotech_108"	"V2-26_J6*03"	86	0.00201679095727217
"Biotech_108"	"V3-15_J5*02"	86	0.00201679095727217
"Biotech_111"	"V3-48_J6*02"	86	0.00252510423395384
"Biotech_120"	"V1-18_J4*02"	86	0.0113967664988073
"Biotech_120"	"V3-9_J3*02"	86	0.0113967664988073
"Biotech_131"	"V3-53_J3*02"	86	0.00617549906649433
"CD0497"	"V3-21_J2*01"	86	0.00206264690363122
"CD0838"	"V3-9_J6*03"	86	0.00731665815892462
"CD1071"	"V2-70_J6*02"	86	0.00207343829110109
"CD1081"	"V5-51_J3*02"	86	0.00282263358277537
"CD1086"	"V3-15_J5*02"	86	0.00203574387501479
"CD1086"	"V4-39_J2*01"	86	0.00203574387501479
"CD1086"	"V4-4_J4*02"	86	0.00203574387501479
"CD1110"	"V4-30-4_J3*02"	86	0.0015495216302409
"CD1115"	"V2-70_J3*02"	86	0.00252658793113579
"CD1115"	"V3-11_J5*02"	86	0.00252658793113579
"CD1115"	"V3-7_J3*02"	86	0.00252658793113579
"CD1127"	"V1-24_J4*02"	86	0.002215181722175
"CD1127"	"V4-59_J3*02"	86	0.002215181722175
"CD1169"	"V1-58_J4*02"	86	0.00140571111002141
"CD1169"	"V3-64_J4*02"	86	0.00140571111002141
"CD1202"	"V3-48_J5*02"	86	0.00180418318753016
"CD1202"	"V7-4-1_J5*02"	86	0.00180418318753016
"CD1208"	"V6-1_J4*02"	86	0.00182978723404255
"CD1211"	"V3-33_J6*03"	86	0.00217012793661208
"CD1211"	"V5-51_J6*03"	86	0.00217012793661208
"CD1362_HC"	"V3-11_J6*03"	86	0.00194741966893866
"CD1363_HC"	"V4-31_J6*02"	86	0.00305962715241212
"CD1368"	"V3-73_J6*02"	86	0.00202257761053622
"CD1368"	"V4-31_J3*02"	86	0.00202257761053622
"HC_09_BB"	"V4-61_J4*02"	86	0.00318000295814229
"HC_10_BB"	"V1-3_J3*02"	86	0.00157798165137615
"HC_10_BB"	"V3-73_J6*02"	86	0.00157798165137615
"HC_11_BB"	"V3-7_J6*03"	86	0.00212047242153019
"HC_14_BB"	"V3-53_J6*02"	86	0.0022992193348305
"HC_15_BB"	"V2-5_J3*02"	86	0.00350619699934768
"HC_16_BB"	"V7-4-1_J5*02"	86	0.00234326040162393
"HC_21_BB"	"V3-53_J6*02"	86	0.00143330944484259
"HC_23_BB"	"V3-43_J4*02"	86	0.00163342830009497
"HC_23_BB"	"V5-10-1_J5*02"	86	0.00163342830009497
"HC_24_BB"	"V3-15_J5*02"	86	0.001960694906753
"HC_30_BB"	"V1-69_J6*03"	86	0.00726228677588245
"HC_30_BB"	"V3-53_J4*02"	86	0.00726228677588245
"HC_31_BB"	"V1-2_J6*02"	86	0.00273833025536522
"HC_33_BB"	"V1-8_J4*02"	86	0.0055198973042362
"HC_35_BB"	"V3-15_J3*02"	86	0.0021774356896901
"HC_38_BB"	"V2-5_J4*02"	86	0.0065319763025976
"BC_10"	"V3-30-3_J3*02"	85	0.00216670915115983
"BC_10"	"V3-30-3_J5*02"	85	0.00216670915115983
"BC_10"	"V4-30-2_J3*02"	85	0.00216670915115983
"BC_11"	"V3-49_J6*02"	85	0.00163640914078894
"BC_12"	"V1-46_J3*02"	85	0.00211321880516123
"BC_16"	"V3-15_J4*02,J5*02"	85	0.0016459789701981
"BC_16"	"V4-59_J2*01"	85	0.0016459789701981
"BC_16"	"V5-10-1_J5*02"	85	0.0016459789701981
"BC_18"	"V3-13_J4*02"	85	0.00167322834645669
"Biotech_050"	"V3-73_J4*02"	85	0.00218010208007387
"Biotech_072"	"V4-31_J4*02"	85	0.0119281504350267
"Biotech_075"	"V1-2_J4*02"	85	0.0113834203830186
"Biotech_080"	"V3-15_J6*02"	85	0.0066971320516861
"Biotech_081"	"V3-13_J4*02"	85	0.00269849836502746
"Biotech_083"	"V3-21_J5*02"	85	0.00400188323917137
"Biotech_083"	"V3-66_J4*02"	85	0.00400188323917137
"Biotech_086"	"V1-3_J6*03"	85	0.00198607411561288
"Biotech_087"	"V6-1_J4*02"	85	0.00241669509837371
"Biotech_089"	"V3-30_J6*03"	85	0.00264172053704625
"Biotech_093"	"V3-48_J4*02"	85	0.0183110728134425
"Biotech_094"	"V1-46_J3*02"	85	0.00275000808825908
"Biotech_094"	"V5-10-1_J5*02"	85	0.00275000808825908
"Biotech_100"	"V3-33_J5*02"	85	0.00284785740610447
"Biotech_103"	"V3-15_J4*02"	85	0.00946337118681808
"Biotech_110"	"V4-30-2_J4*02"	85	0.00336927223719677
"Biotech_110"	"V4-30-4_J4*02"	85	0.00336927223719677
"Biotech_121"	"V1-46_J5*02"	85	0.00412922030604809
"Biotech_129"	"V2-70_J4*02"	85	0.00274122807017544
"CD0838"	"V4-4_J4*02"	85	0.00723158073847201
"CD0844"	"V3-23_J1*01"	85	0.00163707099110204
"CD1076"	"V3-23_J4*02,J5*02"	85	0.00221089320085314
"CD1086"	"V3-73_J4*02"	85	0.00201207243460765
"CD1086"	"V3-9_J5*02"	85	0.00201207243460765
"CD1096"	"V3-48_J3*02"	85	0.00951528042091123
"CD1110"	"V4-34_J4*02,J5*02"	85	0.001531503936866
"CD1113"	"V1-69_J4*02,J5*02"	85	0.00139779641506331
"CD1113"	"V3-13_J4*02"	85	0.00139779641506331
"CD1120"	"V3-33_J3*02"	85	0.00258013598834386
"CD1125"	"V4-59_J2*01"	85	0.002154243860405
"CD1127"	"V6-1_J6*02"	85	0.00218942379517296
"CD1129"	"V1-58_J4*02"	85	0.00211811612260154
"CD1129"	"V3-48_J5*02"	85	0.00211811612260154
"CD1129"	"V3-49_J6*02"	85	0.00211811612260154
"CD1202"	"V3-11_J6*03"	85	0.00178320431325655
"CD1202"	"V3-7_J6*03"	85	0.00178320431325655
"CD1202"	"V4-30-2_J5*02"	85	0.00178320431325655
"CD1208"	"V3-74_J6*02"	85	0.00180851063829787
"CD1268"	"V1-8_J6*02"	85	0.00389016018306636
"CD1268"	"V2-26_J4*02"	85	0.00389016018306636
"CD1362_HC"	"V1-69_J2*01"	85	0.00192477525418356
"CD1362_HC"	"V3-11_J5*02"	85	0.00192477525418356
"CD1368"	"V3-48_J4*02,J5*02"	85	0.00199905926622766
"HC_09_BB"	"V4-4_J5*02"	85	0.00314302617955924
"HC_09_BB"	"V4-59_J3*02"	85	0.00314302617955924
"HC_11_BB"	"V1-2_J3*02"	85	0.00209581576546589
"HC_11_BB"	"V1-46_J6*02"	85	0.00209581576546589
"HC_11_BB"	"V1-46_J6*03"	85	0.00209581576546589
"HC_13_BB"	"V3-23_J2*01"	85	0.00421146509438636
"HC_13_BB"	"V4-59_J6*02"	85	0.00421146509438636
"HC_14_BB"	"V1-46_J3*02"	85	0.00227248422628596
"HC_15_BB"	"V4-4_J3*02"	85	0.00346542726679713
"HC_16_BB"	"V5-51_J3*02"	85	0.00231601318765156
"HC_20_BB"	"V2-5_J6*02"	85	0.00180451766304348
"HC_20_BB"	"V4-31_J2*01"	85	0.00180451766304348
"HC_23_BB"	"V3-7_J5*02"	85	0.00161443494776828
"HC_30_BB"	"V3-9_J3*02"	85	0.00717784158081405
"HC_31_BB"	"V3-13_J4*02"	85	0.00270648920588423
"HC_32_BB"	"V1-8_J4*02"	85	0.00553169334895223
"HC_35_BB"	"V3-23_J1*01"	85	0.00215211667004254
"HC_35_BB"	"V4-39_J2*01"	85	0.00215211667004254
"HC_36_BB"	"V3-11_J6*02"	85	0.00327970058262916
"HC_36_BB"	"V3-43_J4*02"	85	0.00327970058262916
"HC_36_BB"	"V3-48_J5*02"	85	0.00327970058262916
"BC_11"	"V1-58_J4*02"	84	0.00161715726854437
"BC_17"	"V1-46_J5*02"	84	0.00199572344975053
"Biotech_045"	"V5-51_J5*02"	84	0.00247495580436064
"Biotech_050"	"V3-64_J3*02"	84	0.00215445382030829
"Biotech_065"	"V3-53_J6*03"	84	0.00186820274447879
"Biotech_065"	"V3-9_J5*02"	84	0.00186820274447879
"Biotech_067"	"V4-38-2_J3*02"	84	0.00231896861110344
"Biotech_078"	"V3-53_J6*02"	84	0.00466252220248668
"Biotech_079"	"V3-30-3_J4*02"	84	0.0125748502994012
"Biotech_079"	"V3-30_J6*03"	84	0.0125748502994012
"Biotech_083"	"V4-61_J5*02"	84	0.00395480225988701
"Biotech_086"	"V4-39_J4*02,J5*02"	84	0.00196270853778214
"Biotech_089"	"V3-73_J4*02"	84	0.00261064147190452
"Biotech_089"	"V4-30-2_J4*02"	84	0.00261064147190452
"Biotech_092"	"V3-73_J4*02"	84	0.00183170151987614
"Biotech_093"	"V3-15_J4*02"	84	0.018095648427402
"Biotech_099"	"V4-39_J4*02"	84	0.0365376250543715
"Biotech_100"	"V3-7_J6*03"	84	0.00281435320132677
"Biotech_100"	"V4-30-4_J3*02"	84	0.00281435320132677
"Biotech_108"	"V4-34_J4*02,J5*02"	84	0.00196988884198677
"Biotech_110"	"V3-74_J4*02"	84	0.00332963374028857
"Biotech_111"	"V4-4_J6*03"	84	0.00246638087967585
"Biotech_120"	"V3-23_J3*02"	84	0.0111317254174397
"Biotech_121"	"V3-15_J3*02"	84	0.004080641243624
"Biotech_129"	"V2-5_J3*02"	84	0.00270897832817337
"Biotech_131"	"V3-30-3_J4*02"	84	0.00603188280913399
"CD1071"	"V1-24_J6*02"	84	0.00202521879595921
"CD1086"	"V3-30_J5*02"	84	0.0019884009942005
"CD1113"	"V3-23_J1*01"	84	0.00138135175135668
"CD1129"	"V1-46_J5*02"	84	0.00209319710939447
"CD1129"	"V3-33_J5*02"	84	0.00209319710939447
"CD1211"	"V4-38-2_J6*02"	84	0.00211965984506296
"CD1268"	"V5-51_J5*02"	84	0.00384439359267735
"CD1362_HC"	"V3-21_J4*02,J5*02"	84	0.00190213083942846
"CD1362_HC"	"V3-23_J1*01"	84	0.00190213083942846
"HC_12_BB"	"V3-53_J6*02"	84	0.00413670836206047
"HC_13_BB"	"V1-18_J5*02"	84	0.00416191844621711
"HC_15_BB"	"V5-51_J6*02"	84	0.00342465753424658
"HC_23_BB"	"V1-46_J6*02"	84	0.0015954415954416
"HC_23_BB"	"V3-23_J1*01"	84	0.0015954415954416
"HC_30_BB"	"V1-69_J5*02"	84	0.00709339638574565
"HC_32_BB"	"V3-33_J3*02"	84	0.00546661460367044
"HC_33_BB"	"V1-46_J6*02"	84	0.00539152759948652
"HC_35_BB"	"V3-13_J6*02"	84	0.00212679765039498
"HC_36_BB"	"V3-7_J6*02"	84	0.00324111586989235
"BC_14"	"V1-8_J3*02"	83	0.00147615914062639
"BC_14"	"V4-30-4_J5*02"	83	0.00147615914062639
"BC_14"	"V4-34_J4*02,J5*02"	83	0.00147615914062639
"BC_16"	"V3-21_J4*02,J5*02"	83	0.00160725005325226
"BC_17"	"V1-46_J6*03"	83	0.0019719648372535
"BC_18"	"V1-58_J6*02"	83	0.00163385826771654
"Biotech_065"	"V1-46_J6*02"	83	0.00184596223561595
"Biotech_065"	"V1-69_J2*01"	83	0.00184596223561595
"Biotech_081"	"V3-49_J6*02"	83	0.00263500428585034
"Biotech_089"	"V1-69_J2*01"	83	0.0025795624067628
"Biotech_090"	"V1-46_J3*02"	83	0.00241047832021607
"Biotech_094"	"V3-7_J3*02"	83	0.00268530201559416
"Biotech_096"	"V3-53_J6*02"	83	0.00280471733180144
"Biotech_096"	"V4-4_J3*02"	83	0.00280471733180144
"Biotech_103"	"V1-69_J5*02"	83	0.00924070362948119
"Biotech_108"	"V1-69_J2*01"	83	0.00194643778434407
"CD0497"	"V3-11_J5*02"	83	0.00199069410466734
"CD0497"	"V3-33_J5*02"	83	0.00199069410466734
"CD0497"	"V3-66_J3*02"	83	0.00199069410466734
"CD1071"	"V4-34_J2*01"	83	0.00200110904838826
"CD1081"	"V3-74_J4*02"	83	0.00272416962058553
"CD1081"	"V4-4_J5*02"	83	0.00272416962058553
"CD1086"	"V1-3_J6*03"	83	0.00196472955379335
"CD1110"	"V6-1_J4*02"	83	0.00149546855011621
"CD1113"	"V3-49_J6*02"	83	0.00136490708765006
"CD1115"	"V3-49_J6*02"	83	0.00243845114284035
"CD1120"	"V3-73_J6*02"	83	0.00251942690626518
"CD1120"	"V4-4_J5*02"	83	0.00251942690626518
"CD1127"	"V2-5_J6*02"	83	0.00213790794116889
"CD1127"	"V3-74_J4*02"	83	0.00213790794116889
"CD1129"	"V3-30_J5*02"	83	0.00206827809618739
"CD1149"	"V3-21_J5*02"	83	0.00502938859601285
"CD1169"	"V4-34_J1*01"	83	0.0013566746759509
"CD1202"	"V4-4_J3*02"	83	0.00174124656470934
"CD1205"	"V1-46_J3*02"	83	0.00136517648606862
"CD1208"	"V1-3_J6*02"	83	0.00176595744680851
"CD1211"	"V1-69_J6*03"	83	0.0020944257992884
"CD1212"	"V3-49_J3*02"	83	0.00214138286893705
"CD1268"	"V3-15_J3*02"	83	0.00379862700228833
"CD1362_HC"	"V1-46_J6*02"	83	0.00187948642467335
"HC_15_BB"	"V4-4_J6*02"	83	0.00338388780169602
"HC_16_BB"	"V4-31_J6*02"	83	0.00226151875970682
"HC_20_BB"	"V1-8_J4*02,J5*02"	83	0.00176205842391304
"HC_22_BB"	"V3-48_J5*02"	83	0.00250876556643695
"HC_23_BB"	"V3-74_J3*02"	83	0.00157644824311491
"HC_24_BB"	"V3-74_J6*02"	83	0.0018922985727965
"HC_30_BB"	"V3-49_J4*02"	83	0.00700895119067725
"HC_32_BB"	"V4-39_J3*02"	83	0.00540153585838865
"HC_36_BB"	"V4-39_J6*03"	83	0.00320253115715553
"BC_10"	"V3-11_J5*02"	82	0.00209023706347183
"BC_11"	"V1-3_J5*02"	82	0.00157865352405521
"BC_11"	"V4-39_J2*01"	82	0.00157865352405521
"BC_13"	"V2-26_J3*02"	82	0.00119231104777968
"BC_13"	"V5-51_J2*01"	82	0.00119231104777968
"BC_14"	"V5-10-1_J3*02"	82	0.00145837409073932
"BC_16"	"V1-2_J3*02"	82	0.00158788559477934
"BC_17"	"V4-39_J2*01"	82	0.00194820622475647
"BC_18"	"V6-1_J5*02"	82	0.00161417322834646
"Biotech_045"	"V3-33_J3*02"	82	0.00241602828520919
"Biotech_064"	"V3-33_J5*02"	82	0.00238969516815294
"Biotech_067"	"V3-21_J2*01"	82	0.00226375507274384
"Biotech_067"	"V3-73_J4*02"	82	0.00226375507274384
"Biotech_079"	"V3-33_J6*03"	82	0.0122754491017964
"Biotech_083"	"V6-1_J4*02"	82	0.00386064030131827
"Biotech_090"	"V2-5_J5*02"	82	0.00238143641274359
"Biotech_091"	"V3-48_J5*02"	82	0.00607452403881769
"Biotech_091"	"V4-31_J4*02"	82	0.00607452403881769
"Biotech_094"	"V3-11_J5*02"	82	0.0026529489792617
"Biotech_094"	"V3-15_J5*02"	82	0.0026529489792617
"Biotech_094"	"V4-30-2_J4*02"	82	0.0026529489792617
"Biotech_094"	"V5-51_J6*03"	82	0.0026529489792617
"Biotech_096"	"V4-59_J2*01"	82	0.00277092555671949
"Biotech_097"	"V3-49_J6*02"	82	0.00196581401481553
"Biotech_100"	"V4-30-4_J5*02"	82	0.00274734479177137
"Biotech_101"	"V4-34_J5*02"	82	0.0121158392434988
"Biotech_110"	"V6-1_J4*02"	82	0.00325035674647217
"Biotech_111"	"V1-46_J3*02"	82	0.00240765752539785
"Biotech_121"	"V2-26_J4*02"	82	0.00398348311877581
"Biotech_129"	"V3-7_J5*02"	82	0.00264447884416925
"Biotech_132"	"V3-48_J6*02"	82	0.0109640326246824
"Biotech_132"	"V4-34_J6*02"	82	0.0109640326246824
"CD0844"	"V3-7_J5*02"	82	0.0015792920149455
"CD0844"	"V4-34_J4*02,J5*02"	82	0.0015792920149455
"CD1076"	"V3-15_J5*02"	82	0.00213286167611715
"CD1081"	"V3-33_J6*03"	82	0.00269134829985559
"CD1086"	"V3-21_J2*01"	82	0.0019410581133862
"CD1113"	"V3-66_J3*02"	82	0.00134846242394343
"CD1113"	"V4-39_J4*02,J5*02"	82	0.00134846242394343
"CD1114"	"V4-39_J4*02"	82	0.0494870247435124
"CD1120"	"V3-48_J3*02"	82	0.00248907236522584
"CD1125"	"V2-26_J6*02"	82	0.00207821172415541
"CD1127"	"V3-7_J5*02"	82	0.00211215001416686
"CD1129"	"V4-59_J2*01"	82	0.00204335908298031
"CD1149"	"V2-5_J5*02"	82	0.00496879355268739
"CD1149"	"V4-39_J6*02"	82	0.00496879355268739
"CD1169"	"V3-13_J3*02"	82	0.00134032919792739
"CD1187"	"V4-39_J6*04"	82	0.00925299029564432
"CD1202"	"V1-3_J6*02"	82	0.00172026769043573
"CD1202"	"V1-69_J6*03"	82	0.00172026769043573
"CD1208"	"V3-7_J3*02"	82	0.00174468085106383
"CD1212"	"V1-69_J1*01"	82	0.0021155830753354
"CD1268"	"V2-70_J4*02"	82	0.00375286041189931
"CD1362_HC"	"V3-7_J5*02"	82	0.00185684200991825
"CD1363_HC"	"V1-46_J6*02"	82	0.00291731891276505
"CD1363_HC"	"V3-23_J2*01"	82	0.00291731891276505
"CD1368"	"V4-39_J4*02,J5*02"	82	0.00192850423330198
"CD1368"	"V5-51_J2*01"	82	0.00192850423330198
"HC_09_BB"	"V1-2_J3*02"	82	0.00303209584381009
"HC_11_BB"	"V3-9_J5*02"	82	0.00202184579727297
"HC_11_BB"	"V4-30-2_J5*02"	82	0.00202184579727297
"HC_12_BB"	"V1-2_J3*02"	82	0.00403821530582094
"HC_13_BB"	"V4-61_J5*02"	82	0.00406282514987861
"HC_15_BB"	"V3-66_J4*02"	82	0.00334311806914547
"HC_15_BB"	"V3-7_J6*02"	82	0.00334311806914547
"HC_20_BB"	"V3-15_J5*02"	82	0.00174082880434783
"HC_20_BB"	"V6-1_J6*02"	82	0.00174082880434783
"HC_21_BB"	"V1-24_J3*02"	82	0.00136664388926851
"HC_23_BB"	"V3-21_J4*02,J5*02"	82	0.00155745489078822
"HC_33_BB"	"V3-48_J6*02"	82	0.00526315789473684
