"SUBJECTN"	"GENE"	"SEQ_COUNT"	"SEQ_FREQ"
"CD1211-Celiac#M"	8	2086	0.0526382194857302
"CD1076-Celiac#M"	15	2084	0.05420589918327
"Biotech_045-Healthy#M"	13	2083	0.0613730111962286
"CD1202-Celiac#FALSE"	17	2082	0.0436780162376487
"Biotech_108-Healthy#M"	16	2081	0.048801650954458
"CD1127-Celiac#M"	7	2077	0.0534992143832264
"Biotech_064-Celiac#FALSE"	13	2076	0.060500087427872
"CD0497-Celiac#FALSE"	7	2076	0.0497913368830048
"Biotech_107-Healthy#FALSE"	16	2075	0.0506505235921595
"CD1120-Celiac#FALSE"	6	2075	0.0629856726566294
"CD1202-Celiac#FALSE"	18	2074	0.0435101852434598
"Biotech_086-Healthy#FALSE"	10	2073	0.0484368428431235
"Biotech_097-Celiac#FALSE"	10	2072	0.0496727638865581
"CD1205-Celiac#FALSE"	21	2071	0.0340636205138327
"BC_16-Healthy#NA"	17	2069	0.040065064580469
"Biotech_107-Healthy#FALSE"	5	2066	0.0504308345741695
"HC_14_BB-Healthy#NA"	6	2066	0.0552347342530211
"CD1086-Celiac#M"	6	2065	0.0488815244407622
"Biotech_107-Healthy#FALSE"	8	2060	0.0502843752288427
"HC_24_BB-Healthy#NA"	9	2059	0.0469426838721445
"Biotech_111-Celiac#FALSE"	13	2056	0.0603676081977803
"Biotech_087-Celiac#FALSE"	14	2055	0.0584271579665643
"Biotech_045-Healthy#M"	6	2054	0.0605185621685327
"CD1362_HC-Healthy#NA"	16	2054	0.0465116279069767
"CD1110-Celiac#FALSE"	7	2053	0.0369903244986577
"CD1110-Celiac#FALSE"	8	2053	0.0369903244986577
"HC_22_BB-Healthy#NA"	12	2050	0.0619634868818764
"CD0497-Celiac#FALSE"	9	2047	0.0490957931596872
"BC_18-Healthy#NA"	17	2044	0.0402362204724409
"HC_22_BB-Healthy#NA"	13	2042	0.0617216781525813
"BC_10-Healthy#NA"	8	2039	0.0519755289319398
"Biotech_089-Healthy#FALSE"	12	2039	0.0633702138239682
"HC_11_BB-Healthy#NA"	7	2038	0.0502502650590527
"Biotech_087-Celiac#FALSE"	7	2035	0.0578585238257705
"Biotech_067-Celiac#FALSE"	7	2033	0.0561245617425393
"HC_16_BB-Healthy#NA"	11	2031	0.0553390915778862
"CD1129-Celiac#M"	10	2030	0.0505855968103663
"BC_17-Healthy#NA"	16	2028	0.0481824661439772
"BC_10-Healthy#NA"	10	2026	0.0516441498852919
"BC_12-Healthy#NA"	9	2024	0.050319468960545
"HC_23_BB-Healthy#NA"	18	2024	0.0384425451092118
"BC_12-Healthy#NA"	5	2020	0.0502200233697138
"Biotech_064-Celiac#FALSE"	12	2019	0.0588389578597657
"Biotech_129-Celiac#FALSE"	12	2019	0.0651122291021672
"Biotech_087-Celiac#FALSE"	15	2013	0.0572330262708973
"CD1110-Celiac#FALSE"	20	2013	0.0362696167636619
"CD1125-Celiac#FALSE"	9	2012	0.0509922193780571
"Biotech_092-Celiac#FALSE"	16	2009	0.0438081946837044
"BC_10-Healthy#NA"	9	2007	0.0511598266632679
"Biotech_097-Celiac#FALSE"	9	2007	0.0481144966796922
"BC_13-Healthy#NA"	21	2006	0.0291679995347079
"CD1071-Celiac#FALSE"	5	2006	0.0483641536273115
"CD1208-Celiac#FALSE"	17	2006	0.0426808510638298
"Biotech_050-Healthy#M"	5	2002	0.051347816050681
"CD0844-Celiac#FALSE"	17	2000	0.038519317437695
"CD1169-Celiac#FALSE"	19	1999	0.0326746105689861
"Biotech_050-Healthy#M"	8	1998	0.0512452230116187
"Biotech_086-Healthy#FALSE"	9	1998	0.046684424505818
"HC_23_BB-Healthy#NA"	21	1997	0.0379297245963913
"CD1071-Celiac#FALSE"	9	1995	0.0480989464040312
"HC_22_BB-Healthy#NA"	6	1994	0.0602708257768105
"Biotech_094-Celiac#M"	12	1993	0.0644796014105924
"Biotech_050-Healthy#M"	16	1989	0.0510143886737285
"CD1125-Celiac#FALSE"	16	1987	0.0503586182426439
"CD1113-Celiac#FALSE"	19	1986	0.0326591021213616
"Biotech_097-Celiac#FALSE"	8	1984	0.0475631098218781
"CD1368-Celiac#NA"	9	1983	0.0466368767638758
"Biotech_050-Healthy#M"	10	1979	0.0507579060760727
"BC_11-Healthy#NA"	18	1978	0.0380802032997709
"BC_12-Healthy#NA"	16	1975	0.0491012604728638
"HC_11_BB-Healthy#NA"	9	1973	0.0486475824148729
"CD1125-Celiac#FALSE"	8	1970	0.0499277694705629
"CD1076-Celiac#M"	16	1969	0.051214690735057
"CD1368-Celiac#NA"	5	1969	0.046307619943556
"BC_16-Healthy#NA"	18	1967	0.0380898898162313
"BC_14-Healthy#NA"	21	1963	0.0349120529283085
"CD1115-Celiac#M"	13	1961	0.0576120806157824
"CD1212-Celiac#M"	10	1960	0.0505675954592363
"CD0844-Celiac#FALSE"	18	1959	0.0377296714302223
"BC_10-Healthy#NA"	5	1958	0.049910782564364
"Biotech_111-Celiac#FALSE"	14	1958	0.0574901638381584
"Biotech_090-Celiac#FALSE"	15	1957	0.0568350129236488
"CD1076-Celiac#M"	7	1957	0.050902564636113
"HC_35_BB-Healthy#NA"	7	1957	0.0495493214502734
"CD1169-Celiac#FALSE"	21	1954	0.0319390640579284
"CD1129-Celiac#M"	7	1953	0.0486668327934214
"Biotech_129-Celiac#FALSE"	13	1952	0.0629514963880289
"CD1115-Celiac#M"	12	1951	0.0573182913214642
"CD1125-Celiac#FALSE"	10	1949	0.0493955445168158
"HC_21_BB-Healthy#NA"	21	1944	0.0323994600089998
"Biotech_094-Celiac#M"	13	1941	0.0627972435213045
"CD1127-Celiac#M"	10	1940	0.0499703783839477
"CD1086-Celiac#M"	7	1938	0.0458752515090543
"Biotech_081-Celiac#FALSE"	13	1936	0.061462268643449
"CD1086-Celiac#M"	10	1936	0.04582790862824
"CD1208-Celiac#FALSE"	18	1933	0.0411276595744681
"HC_11_BB-Healthy#NA"	16	1932	0.0476366595162364
"HC_31_BB-Healthy#NA"	12	1931	0.0614850665477934
"Biotech_090-Celiac#FALSE"	7	1929	0.0560218395144193
"Biotech_111-Celiac#FALSE"	11	1927	0.0565799518468495
"CD1071-Celiac#FALSE"	8	1925	0.0464112640740651
"Biotech_045-Healthy#M"	11	1922	0.0566293459045374
"Biotech_064-Celiac#FALSE"	14	1922	0.0560121233315848
"Biotech_086-Healthy#FALSE"	8	1921	0.0448852750128511
"CD1120-Celiac#FALSE"	14	1921	0.0583110733365712
"HC_22_BB-Healthy#NA"	15	1921	0.0580643211219925
"HC_35_BB-Healthy#NA"	10	1920	0.0486125177233138
"HC_11_BB-Healthy#NA"	5	1916	0.0472421530192075
"Biotech_086-Healthy#FALSE"	5	1914	0.0447217159680359
"CD1129-Celiac#M"	9	1914	0.0476949912783454
"BC_14-Healthy#NA"	19	1910	0.033969445284294
"HC_22_BB-Healthy#NA"	14	1909	0.0577016080280498
"CD1110-Celiac#FALSE"	5	1908	0.034377758959298
"HC_35_BB-Healthy#NA"	8	1908	0.048308689487543
"BC_12-Healthy#NA"	10	1907	0.0474106854287348
"Biotech_081-Celiac#FALSE"	14	1906	0.0605098574557922
"CD1127-Celiac#M"	5	1903	0.0490173350848724
"Biotech_100-Celiac#FALSE"	12	1902	0.0637249974871846
"Biotech_089-Healthy#FALSE"	11	1899	0.0590191447041273
"Biotech_096-Celiac#FALSE"	14	1899	0.0641705808806137
"CD1212-Celiac#M"	6	1899	0.0489938080495356
"BC_18-Healthy#NA"	18	1897	0.0373425196850394
"Biotech_064-Celiac#FALSE"	6	1895	0.0552252724835344
"CD1129-Celiac#M"	5	1893	0.0471716920009968
"HC_35_BB-Healthy#NA"	9	1892	0.0479035851731821
"HC_16_BB-Healthy#NA"	15	1889	0.0514699871938094
"Biotech_100-Celiac#FALSE"	13	1887	0.0632224344155191
"CD1115-Celiac#M"	11	1885	0.0553792819789647
"Biotech_081-Celiac#FALSE"	12	1884	0.059811422584844
"BC_10-Healthy#NA"	16	1880	0.0479225082844762
"Biotech_089-Healthy#FALSE"	14	1880	0.0584286424664346
"Biotech_050-Healthy#M"	9	1879	0.0481930800995152
"HC_11_BB-Healthy#NA"	10	1877	0.0462805434326997
"Biotech_045-Healthy#M"	15	1876	0.0552740129640542
"CD1081-Celiac#FALSE"	13	1875	0.0615399763686491
"Biotech_045-Healthy#M"	14	1872	0.0551561579257513
"CD1120-Celiac#FALSE"	7	1872	0.0568237008256435
"Biotech_067-Celiac#FALSE"	16	1871	0.0516522651354112
"Biotech_097-Celiac#FALSE"	5	1870	0.0448301488744516
"HC_14_BB-Healthy#NA"	7	1870	0.0499946529782911
"HC_23_BB-Healthy#NA"	24	1867	0.0354605887939221
"CD1127-Celiac#M"	16	1866	0.0480642917857971
"HC_31_BB-Healthy#NA"	13	1864	0.059351716232567
"Biotech_064-Celiac#FALSE"	15	1863	0.0542927085154747
"Biotech_089-Healthy#FALSE"	6	1857	0.057713823968175
"Biotech_129-Celiac#FALSE"	14	1854	0.0597910216718266
"CD1368-Celiac#NA"	17	1854	0.0436030103480715
"BC_13-Healthy#NA"	20	1852	0.0269287812254631
"HC_16_BB-Healthy#NA"	16	1851	0.0504345930628593
"Biotech_065-Celiac#M"	17	1850	0.0411449413962591
"Biotech_111-Celiac#FALSE"	7	1848	0.0542603793528686
"Biotech_090-Celiac#FALSE"	9	1845	0.0535823192867308
"CD1076-Celiac#M"	5	1845	0.0479893877126359
"CD1205-Celiac#FALSE"	20	1845	0.0303463929734531
"CD1212-Celiac#M"	7	1845	0.0476006191950464
"Biotech_090-Celiac#FALSE"	16	1844	0.0535532773792583
"CD1076-Celiac#M"	10	1842	0.0479113561878999
"Biotech_087-Celiac#FALSE"	10	1841	0.0523427726600705
"Biotech_090-Celiac#FALSE"	10	1841	0.0534661516568408
"HC_22_BB-Healthy#NA"	7	1840	0.0556160077378793
"Biotech_089-Healthy#FALSE"	15	1837	0.0570922426653406
"Biotech_067-Celiac#FALSE"	5	1835	0.0506584214449383
"Biotech_086-Healthy#FALSE"	17	1834	0.0428524697415767
"Biotech_087-Celiac#FALSE"	5	1834	0.0521437507107927
"Biotech_064-Celiac#FALSE"	11	1832	0.0533892871714169
"CD1202-Celiac#FALSE"	19	1830	0.0383913399206999
"HC_23_BB-Healthy#NA"	19	1829	0.0347388414055081
"CD1086-Celiac#M"	8	1828	0.043271393064268
"Biotech_096-Celiac#FALSE"	13	1824	0.0616361977494678
"Biotech_096-Celiac#FALSE"	15	1824	0.0616361977494678
"Biotech_067-Celiac#FALSE"	9	1823	0.0503271402147807
"CD1086-Celiac#M"	17	1822	0.0431293644218251
"Biotech_067-Celiac#FALSE"	10	1820	0.0502443199072413
"CD1115-Celiac#M"	14	1820	0.0534696515658969
"CD0497-Celiac#FALSE"	17	1819	0.0436273804384324
"CD1086-Celiac#M"	9	1817	0.0430110072197893
"Biotech_094-Celiac#M"	14	1816	0.058753113979747
"Biotech_094-Celiac#M"	15	1815	0.0587207609434145
"HC_11_BB-Healthy#NA"	8	1814	0.0447271741006485
"HC_21_BB-Healthy#NA"	20	1813	0.0302161630639489
"HC_16_BB-Healthy#NA"	7	1812	0.0493719517179368
"CD1211-Celiac#M"	16	1811	0.0456988568977264
"HC_31_BB-Healthy#NA"	11	1807	0.0575367764121505
"Biotech_087-Celiac#FALSE"	8	1805	0.0513192312066416
"CD1363_HC-Healthy#NA"	11	1805	0.0642165931407429
"CD1076-Celiac#M"	9	1801	0.0468449253498413
"Biotech_064-Celiac#FALSE"	16	1800	0.0524567232033572
"CD1086-Celiac#M"	18	1799	0.0425849212924606
"Biotech_081-Celiac#FALSE"	15	1798	0.0570811771802279
"CD1363_HC-Healthy#NA"	13	1792	0.0637540913618899
"HC_09_BB-Healthy#NA"	13	1790	0.0661884336636592
"CD1113-Celiac#FALSE"	21	1787	0.0293866140437428
"CD0497-Celiac#FALSE"	18	1786	0.0428358996498297
"CD1363_HC-Healthy#NA"	12	1780	0.0633271666429486
"Biotech_045-Healthy#M"	5	1779	0.0524160282852092
"Biotech_094-Celiac#M"	11	1778	0.0575236985991135
"CD1127-Celiac#M"	9	1778	0.045797594209618
"CD1081-Celiac#FALSE"	15	1776	0.0582906656163844
"HC_10_BB-Healthy#NA"	21	1776	0.0325871559633027
"CD1169-Celiac#FALSE"	20	1775	0.029013223491721
"CD1129-Celiac#M"	8	1774	0.0442063294293546
"Biotech_081-Celiac#FALSE"	6	1771	0.0562240071113369
"HC_36_BB-Healthy#NA"	12	1771	0.068333526256897
"CD1115-Celiac#M"	7	1770	0.0520007050943064
"CD1081-Celiac#FALSE"	14	1767	0.0579952737298149
"Biotech_111-Celiac#FALSE"	15	1766	0.0518527218274708
"Biotech_129-Celiac#FALSE"	11	1764	0.0568885448916409
"HC_14_BB-Healthy#NA"	10	1764	0.0471607314725698
"Biotech_110-Healthy#FALSE"	6	1763	0.0698826700491517
"Biotech_087-Celiac#FALSE"	9	1762	0.050096667803935
"CD1120-Celiac#FALSE"	15	1760	0.0534239922292375
"CD1212-Celiac#M"	9	1759	0.0453818369453044
"Biotech_100-Celiac#FALSE"	6	1755	0.0587998793848628
"CD1127-Celiac#M"	8	1755	0.0452051618885712
"HC_10_BB-Healthy#NA"	19	1755	0.0322018348623853
"CD1081-Celiac#FALSE"	12	1754	0.0575685965603256
"Biotech_111-Celiac#FALSE"	5	1748	0.0513242116389688
"Biotech_067-Celiac#FALSE"	8	1745	0.048173812218756
"CD1110-Celiac#FALSE"	22	1745	0.0314408749391903
"HC_23_BB-Healthy#NA"	22	1744	0.0331244064577398
"HC_24_BB-Healthy#NA"	17	1744	0.039761068806712
"CD1113-Celiac#FALSE"	20	1739	0.0285972701858247
"Biotech_045-Healthy#M"	7	1738	0.0512080141426046
"Biotech_090-Celiac#FALSE"	8	1737	0.0504457932797026
"Biotech_129-Celiac#FALSE"	6	1734	0.0559210526315789
"CD1110-Celiac#FALSE"	23	1732	0.0312066449253167
"CD1368-Celiac#NA"	18	1730	0.04068673565381
"CD1110-Celiac#FALSE"	24	1729	0.031152591845192
"HC_09_BB-Healthy#NA"	12	1729	0.0639328501700932
"HC_23_BB-Healthy#NA"	20	1729	0.0328395061728395
"Biotech_081-Celiac#FALSE"	11	1726	0.0547953903298517
"CD1076-Celiac#M"	8	1725	0.0448681267231962
"CD1115-Celiac#M"	15	1723	0.0506198954110112
"CD1363_HC-Healthy#NA"	14	1721	0.0612281201081543
"HC_20_BB-Healthy#NA"	18	1720	0.0365149456521739
"Biotech_096-Celiac#FALSE"	12	1719	0.0580880613658636
"Biotech_097-Celiac#FALSE"	18	1718	0.0411862009445497
"HC_31_BB-Healthy#NA"	7	1718	0.0547029230083424
"HC_14_BB-Healthy#NA"	18	1717	0.0459041813709764
"Biotech_087-Celiac#FALSE"	16	1716	0.0487888092801092
"Biotech_097-Celiac#FALSE"	17	1715	0.0411142809196174
"HC_14_BB-Healthy#NA"	5	1715	0.0458507111538873
"CD1129-Celiac#M"	17	1712	0.0426613506105158
"HC_31_BB-Healthy#NA"	14	1711	0.0544800356619754
"CD1071-Celiac#FALSE"	18	1710	0.0412276683463124
"Biotech_065-Celiac#M"	18	1709	0.0380090296465983
"Biotech_111-Celiac#FALSE"	8	1708	0.0501497445534089
"Biotech_089-Healthy#FALSE"	16	1707	0.053051964196917
"Biotech_090-Celiac#FALSE"	5	1706	0.0495454941480556
"Biotech_111-Celiac#FALSE"	16	1705	0.0500616595219919
"HC_22_BB-Healthy#NA"	16	1705	0.0515354854310241
"Biotech_100-Celiac#FALSE"	11	1704	0.0570911649412001
"Biotech_100-Celiac#FALSE"	15	1703	0.0570576607364224
"HC_23_BB-Healthy#NA"	23	1701	0.0323076923076923
"HC_16_BB-Healthy#NA"	5	1699	0.0462930165390589
"Biotech_100-Celiac#FALSE"	14	1698	0.0568901397125339
"CD1120-Celiac#FALSE"	5	1697	0.0515116561437591
"HC_20_BB-Healthy#NA"	17	1697	0.0360266644021739
"HC_36_BB-Healthy#NA"	13	1696	0.065439672801636
"Biotech_064-Celiac#FALSE"	7	1691	0.0492801771871539
"CD1120-Celiac#FALSE"	8	1690	0.0512991743564837
"CD1081-Celiac#FALSE"	16	1686	0.0553367467506892
"Biotech_111-Celiac#FALSE"	10	1685	0.0494744259792119
"Biotech_045-Healthy#M"	16	1684	0.0496169711255156
"Biotech_081-Celiac#FALSE"	16	1684	0.0534620146671323
"Biotech_129-Celiac#FALSE"	15	1684	0.0543085655314757
"Biotech_092-Celiac#FALSE"	17	1683	0.036699448308947
"HC_23_BB-Healthy#NA"	25	1679	0.0318898385565052
"BC_18-Healthy#NA"	19	1673	0.0329330708661417
"BC_13-Healthy#NA"	NA	1671	0.0242969726931689
"HC_35_BB-Healthy#NA"	5	1671	0.0423080818310715
"BC_11-Healthy#NA"	21	1669	0.032131374776197
"HC_22_BB-Healthy#NA"	10	1668	0.0504171200580341
"Biotech_096-Celiac#FALSE"	16	1667	0.0563308890616024
"Biotech_129-Celiac#FALSE"	16	1666	0.0537280701754386
"CD1115-Celiac#M"	16	1666	0.048945296433398
"CD1212-Celiac#M"	17	1666	0.0429824561403509
"CD1120-Celiac#FALSE"	16	1664	0.0505099562894609
"HC_14_BB-Healthy#NA"	17	1663	0.0444604855095712
"Biotech_108-Healthy#M"	17	1662	0.0389756578021669
"CD1362_HC-Healthy#NA"	18	1662	0.0376350173229773
"Biotech_045-Healthy#M"	10	1661	0.048939304655274
"BC_11-Healthy#NA"	19	1660	0.0319581079259958
"HC_31_BB-Healthy#NA"	15	1658	0.0527924600394829
"HC_10_BB-Healthy#NA"	20	1657	0.0304036697247706
"HC_22_BB-Healthy#NA"	5	1657	0.0500846330552533
"BC_14-Healthy#NA"	20	1655	0.0294342575630925
"Biotech_107-Healthy#FALSE"	17	1652	0.0403251397466253
"Biotech_094-Celiac#M"	6	1651	0.0534148629848911
"CD1071-Celiac#FALSE"	17	1650	0.0397810834920558
"CD1363_HC-Healthy#NA"	6	1650	0.0587021488544187
"CD1169-Celiac#FALSE"	24	1649	0.0269536932607594
"Biotech_086-Healthy#FALSE"	18	1648	0.0385064722650591
"CD1115-Celiac#M"	10	1646	0.0483577178447617
"HC_16_BB-Healthy#NA"	8	1646	0.0448489141985232
"HC_22_BB-Healthy#NA"	9	1646	0.0497521460524725
"HC_20_BB-Healthy#NA"	21	1644	0.0349014945652174
"Biotech_094-Celiac#M"	16	1636	0.0529295674399042
"BC_17-Healthy#NA"	17	1635	0.0388453314326443
"CD1212-Celiac#M"	18	1634	0.042156862745098
"CD1081-Celiac#FALSE"	11	1633	0.0535972167520021
"CD1120-Celiac#FALSE"	10	1633	0.0495689655172414
"HC_22_BB-Healthy#NA"	8	1632	0.049328980776206
"HC_16_BB-Healthy#NA"	9	1630	0.0444129587749653
"BC_13-Healthy#NA"	22	1629	0.0236862767906476
"Biotech_045-Healthy#M"	9	1627	0.0479375368296995
"HC_09_BB-Healthy#NA"	14	1627	0.0601612187546221
"Biotech_100-Celiac#FALSE"	16	1626	0.0544778369685395
"CD1212-Celiac#M"	8	1626	0.0419504643962848
"HC_14_BB-Healthy#NA"	9	1626	0.0434712864934232
"CD1120-Celiac#FALSE"	9	1624	0.0492957746478873
"CD0844-Celiac#FALSE"	19	1623	0.0312584261006895
"CD1115-Celiac#M"	8	1623	0.0476820024678301
"CD1169-Celiac#FALSE"	22	1621	0.0264960198761013
"CD1362_HC-Healthy#NA"	17	1621	0.0367065963180182
"Biotech_092-Celiac#FALSE"	18	1619	0.0353038661985652
"Biotech_108-Healthy#M"	18	1619	0.0379672623235308
"Biotech_110-Healthy#FALSE"	12	1619	0.0641747264943713
"CD1208-Celiac#FALSE"	19	1618	0.0344255319148936
"HC_14_BB-Healthy#NA"	8	1618	0.0432574056250668
"HC_16_BB-Healthy#NA"	10	1618	0.0440859922072968
"HC_35_BB-Healthy#NA"	17	1618	0.0409661737897509
"HC_24_BB-Healthy#NA"	18	1616	0.036842825224568
"CD1202-Celiac#FALSE"	21	1610	0.0337759875805064
"HC_36_BB-Healthy#NA"	11	1609	0.0620828027935332
"CD1086-Celiac#M"	5	1608	0.0380636761746952
"Biotech_045-Healthy#M"	8	1607	0.047348261638185
"Biotech_096-Celiac#FALSE"	11	1606	0.0542695907816038
"CD1086-Celiac#M"	19	1606	0.0380163332938809
"CD1115-Celiac#M"	5	1606	0.0471825606674893
"BC_18-Healthy#NA"	21	1604	0.0315748031496063
"CD1129-Celiac#M"	18	1603	0.0399451781709444
"CD1363_HC-Healthy#NA"	15	1603	0.0570300270385655
"HC_31_BB-Healthy#NA"	9	1601	0.0509775202190664
"Biotech_064-Celiac#FALSE"	10	1596	0.0465116279069767
"HC_31_BB-Healthy#NA"	8	1596	0.0508183149716615
"Biotech_111-Celiac#FALSE"	9	1595	0.0468318750367021
"Biotech_089-Healthy#FALSE"	7	1593	0.0495089507707608
"HC_15_BB-Healthy#NA"	13	1591	0.0648646444879322
"HC_31_BB-Healthy#NA"	5	1587	0.0505317455263325
"BC_12-Healthy#NA"	18	1576	0.0391815627874599
"Biotech_110-Healthy#FALSE"	11	1576	0.0624702711273189
"BC_16-Healthy#NA"	19	1575	0.0304990220948471
"CD1110-Celiac#FALSE"	25	1575	0.0283778670654583
"HC_09_BB-Healthy#NA"	6	1575	0.0582384262683035
"Biotech_092-Celiac#FALSE"	21	1568	0.0341917617043547
"CD1076-Celiac#M"	18	1565	0.0407064454039432
"Biotech_107-Healthy#FALSE"	18	1563	0.0381526594576122
"HC_16_BB-Healthy#NA"	17	1563	0.0425873954388164
"BC_14-Healthy#NA"	22	1562	0.0277802479235954
"Biotech_064-Celiac#FALSE"	9	1562	0.0455207786909133
"BC_11-Healthy#NA"	20	1561	0.0300521725737828
"BC_14-Healthy#NA"	24	1560	0.0277446778238213
"Biotech_050-Healthy#M"	18	1560	0.0400112852342969
"CD1205-Celiac#FALSE"	24	1560	0.0256587387743018
"CD1081-Celiac#FALSE"	6	1557	0.0511027963765262
"BC_13-Healthy#NA"	23	1552	0.0225666676360252
"BC_14-Healthy#NA"	23	1552	0.0276023974247248
"Biotech_110-Healthy#FALSE"	13	1545	0.0612414777231647
"Biotech_129-Celiac#FALSE"	7	1545	0.0498258513931889
"HC_11_BB-Healthy#NA"	18	1543	0.0380452203072219
"CD0497-Celiac#FALSE"	19	1542	0.0369837386674342
"HC_15_BB-Healthy#NA"	12	1540	0.0627853881278539
"CD1202-Celiac#FALSE"	20	1539	0.0322864875070804
"HC_31_BB-Healthy#NA"	10	1539	0.049003375151245
"CD1205-Celiac#FALSE"	22	1537	0.0252804368564755
"HC_09_BB-Healthy#NA"	15	1537	0.0568333086821476
"HC_36_BB-Healthy#NA"	14	1537	0.0593047034764826
"HC_36_BB-Healthy#NA"	6	1536	0.0592661187637458
"CD1127-Celiac#M"	17	1535	0.0395384179481235
"BC_16-Healthy#NA"	NA	1534	0.0297050792974574
"HC_20_BB-Healthy#NA"	19	1531	0.0325025475543478
"Biotech_089-Healthy#FALSE"	10	1529	0.0475198906016907
"Biotech_092-Celiac#FALSE"	19	1529	0.0333413288558407
"CD1211-Celiac#M"	17	1527	0.0385323878977516
"BC_13-Healthy#NA"	24	1525	0.0221740774129758
"CD0844-Celiac#FALSE"	21	1523	0.0293324602288047
"Biotech_100-Celiac#FALSE"	7	1522	0.0509933996716588
"CD1125-Celiac#FALSE"	18	1522	0.0385736371239577
"CD1169-Celiac#FALSE"	23	1521	0.0248614720737508
"HC_09_BB-Healthy#NA"	11	1519	0.0561677266676527
"Biotech_110-Healthy#FALSE"	7	1518	0.0601712383066434
"HC_35_BB-Healthy#NA"	18	1516	0.0383836337856998
"Biotech_064-Celiac#FALSE"	8	1515	0.0441510753628257
"CD1115-Celiac#M"	9	1515	0.0445090780891944
"Biotech_065-Celiac#M"	19	1514	0.033672130418344
"Biotech_064-Celiac#FALSE"	5	1513	0.0440927901148219
"HC_21_BB-Healthy#NA"	22	1512	0.0251995800069999
"Biotech_067-Celiac#FALSE"	17	1506	0.0415757943847831
"HC_16_BB-Healthy#NA"	18	1506	0.0410343042423912
"BC_17-Healthy#NA"	18	1501	0.0356616773580423
"Biotech_067-Celiac#FALSE"	18	1500	0.0414101537697043
"Biotech_129-Celiac#FALSE"	10	1498	0.0483101135190918
"Biotech_090-Celiac#FALSE"	17	1497	0.0434757354863067
"Biotech_094-Celiac#M"	10	1496	0.0484001423533599
"Biotech_081-Celiac#FALSE"	9	1492	0.0473665830661291
"CD1076-Celiac#M"	17	1492	0.038807678302034
"CD1205-Celiac#FALSE"	23	1491	0.0245238330208231
"CD1086-Celiac#M"	21	1486	0.0351757604450231
"Biotech_050-Healthy#M"	17	1481	0.0379850727128164
"Biotech_081-Celiac#FALSE"	10	1478	0.0469221245118893
"Biotech_081-Celiac#FALSE"	7	1477	0.0468903774723007
"Biotech_086-Healthy#FALSE"	19	1476	0.0344875928781719
"Biotech_129-Celiac#FALSE"	9	1475	0.0475683694530444
"CD1125-Celiac#FALSE"	17	1473	0.0373317788985478
"BC_16-Healthy#NA"	21	1471	0.0284851184136636
"CD1211-Celiac#M"	18	1470	0.0370940472886018
"BC_10-Healthy#NA"	17	1469	0.037445832271221
"CD1212-Celiac#M"	5	1469	0.0378998968008256
"Biotech_089-Healthy#FALSE"	8	1465	0.0455308304326206
"CD1208-Celiac#FALSE"	21	1465	0.0311702127659574
"HC_15_BB-Healthy#NA"	11	1465	0.0597276581865623
"HC_09_BB-Healthy#NA"	7	1464	0.054134003845585
"CD1363_HC-Healthy#NA"	7	1461	0.0519780845310943
"CD1368-Celiac#NA"	19	1460	0.0343367826904986
"BC_10-Healthy#NA"	18	1458	0.037165434616365
"HC_21_BB-Healthy#NA"	23	1458	0.0242995950067499
"Biotech_089-Healthy#FALSE"	9	1451	0.0450957235206365
"CD1127-Celiac#M"	18	1451	0.0373747520799526
"BC_14-Healthy#NA"	25	1450	0.0257883223362442
"CD1363_HC-Healthy#NA"	10	1449	0.0515511598121531
"Biotech_100-Celiac#FALSE"	9	1448	0.048514088518109
"CD1081-Celiac#FALSE"	17	1447	0.0474924510962321
"HC_15_BB-Healthy#NA"	14	1446	0.0589530332681018
"Biotech_096-Celiac#FALSE"	6	1441	0.0486939478930828
"BC_18-Healthy#NA"	20	1439	0.0283267716535433
"Biotech_065-Celiac#M"	21	1438	0.0319818517447679
"CD1363_HC-Healthy#NA"	9	1437	0.0511242350932119
"CD1113-Celiac#FALSE"	22	1435	0.02359809241901
"HC_14_BB-Healthy#NA"	19	1435	0.0383648807614159
"HC_12_BB-Healthy#NA"	6	1433	0.0705702747956269
"Biotech_100-Celiac#FALSE"	10	1430	0.0479110128321104
"Biotech_094-Celiac#M"	9	1428	0.0462001358827526
"Biotech_087-Celiac#FALSE"	17	1425	0.0405151825315592
"HC_11_BB-Healthy#NA"	17	1425	0.035135734891634
"HC_24_BB-Healthy#NA"	21	1424	0.032465459851352
"HC_36_BB-Healthy#NA"	15	1424	0.0549446309372227
"HC_09_BB-Healthy#NA"	16	1422	0.0525809791450969
"CD1363_HC-Healthy#NA"	16	1420	0.0505194250747118
"HC_15_BB-Healthy#NA"	6	1420	0.0578930202217873
"HC_31_BB-Healthy#NA"	16	1418	0.0451506081640451
"Biotech_094-Celiac#M"	5	1415	0.0457795464104306
"Biotech_110-Healthy#FALSE"	15	1412	0.0559695576343745
"CD1268-Celiac#NA"	6	1412	0.0646224256292906
"Biotech_094-Celiac#M"	8	1409	0.0455854281924359
"CD1211-Celiac#M"	NA	1408	0.0355295364505791
"Biotech_064-Celiac#FALSE"	17	1407	0.0410036719706242
"BC_12-Healthy#NA"	17	1404	0.0349054023817219
"CD1081-Celiac#FALSE"	10	1402	0.0460154916633845
"CD1363_HC-Healthy#NA"	8	1399	0.0497723068165647
