"SAMPLE"	"GENE"	"SEQ_COUNT"	"SEQ_FREQ"	"SUBJECTn"
"CD1202"	"J1*01"	753	0.0157970923280257	NA
"Biotech_079"	"J5*02"	740	0.110778443113772	NA
"Biotech_110"	"J2*01"	739	0.0292928492151578	NA
"Biotech_100"	"J2*01"	727	0.0243575568733876	NA
"BC_14"	"J1*01"	726	0.0129119462180091	NA
"CD1096"	"J5*02"	724	0.0810478002910556	NA
"Biotech_131"	"J6*03"	721	0.0517736607784001	NA
"Biotech_101"	"J5*02"	715	0.105644208037825	NA
"Biotech_132"	"J3*02"	715	0.0956010161786335	NA
"CD1113"	"J1*01"	715	0.0117579345502384	NA
"Biotech_106"	"J6*03"	712	0.0710295291300878	NA
"HC_36_BB"	"J2*01"	708	0.0273179766176641	NA
"Biotech_094"	"J2*01"	706	0.0228412436507166	NA
"CD1187"	"J6*03"	702	0.0792146242383209	NA
"HC_20_BB"	"J1*01"	696	0.0147758152173913	NA
"CD1110"	"J1*01"	687	0.0123781553485523	NA
"BC_18"	"J1*01"	675	0.0132874015748032	NA
"CD1212"	"J1*01"	664	0.0171310629514964	NA
"HC_12_BB"	"J2*01"	664	0.0326996946715257	NA
"CD1127"	"J2*01"	660	0.017000231821343	NA
"Biotech_096"	"J2*01"	655	0.022133612678674	NA
"Biotech_107"	"J1*01"	644	0.0157199697317353	NA
"CD1363_HC"	"J2*01"	639	0.0227337412836203	NA
"CD1362_HC"	"J1*01"	633	0.0143339145399787	NA
"CD1096"	"J6*02"	625	0.0699652972125826	NA
"HC_21_BB"	"J1*01"	615	0.0102498291695138	NA
"CD1086"	"J1*01"	600	0.0142028642442893	NA
"Biotech_067"	"J1*01"	589	0.0162603870469039	NA
"CD0844"	"J1*01"	584	0.0112476406918069	NA
"HC_13_BB"	"J2*01"	580	0.0287370559381658	NA
"CD1125"	"J1*01"	574	0.0145474820690879	NA
"Biotech_085"	"J6*02"	570	0.195607412491421	NA
"CD1129"	"J1*01"	562	0.0140044854223773	NA
"Biotech_121"	"J2*01"	559	0.0271556958950692	NA
"Biotech_083"	"J2*01"	555	0.0261299435028249	NA
"Biotech_081"	"J1*01"	550	0.0174608717737071	NA
"Biotech_093"	"J3*02"	549	0.118267987936234	NA
"Biotech_078"	"J2*01"	546	0.0303063943161634	NA
"CD1368"	"J1*01"	544	0.012793979303857	NA
"Biotech_093"	"J5*02"	534	0.115036622145627	NA
"Biotech_129"	"J1*01"	532	0.017156862745098	NA
"Biotech_086"	"J1*01"	528	0.0123370250946306	NA
"HC_10_BB"	"J1*01"	528	0.00968807339449541	NA
"CD1071"	"J1*01"	525	0.012657617474745	NA
"CD1115"	"J1*01"	523	0.0153651800928374	NA
"Biotech_127"	"J3*02"	522	0.135443694862481	NA
"Biotech_065"	"J1*01"	519	0.0115428240998154	NA
"HC_11_BB"	"J1*01"	515	0.0126981778731168	NA
"Biotech_045"	"J1*01"	514	0.015144372421921	NA
"CD1096"	"J6*03"	510	0.0570916825254674	NA
"Biotech_097"	"J1*01"	507	0.0121544842135545	NA
"Biotech_131"	"J2*01"	500	0.0359040643400833	NA
"Biotech_089"	"J1*01"	497	0.0154462953754351	NA
"BC_17"	"J1*01"	496	0.011784271798527	NA
"Biotech_108"	"J1*01"	492	0.0115379203602082	NA
"Biotech_087"	"J1*01"	484	0.0137609462072103	NA
"Biotech_075"	"J6*03"	477	0.0638810767376456	NA
"Biotech_090"	"J1*01"	466	0.013533528882177	NA
"Biotech_111"	"J1*01"	462	0.0135650948382172	NA
"HC_14_BB"	"J1*01"	458	0.0122446797133996	NA
"Biotech_080"	"J2*01"	453	0.0356917743460448	NA
"HC_16_BB"	"J1*01"	453	0.0123429879294842	NA
"Biotech_127"	"J5*02"	450	0.116761805915931	NA
"Biotech_092"	"J1*01"	449	0.00979088074314747	NA
"CD1081"	"J1*01"	430	0.0141131679138769	NA
"CD1076"	"J1*01"	422	0.0109764344795297	NA
"CD1149"	"J2*01"	413	0.0250257528934133	NA
"HC_24_BB"	"J1*01"	413	0.00941589530801149	NA
"BC_10"	"J1*01"	411	0.0104766760132552	NA
"HC_33_BB"	"J2*01"	409	0.0262516046213094	NA
"Biotech_115"	"J2*01"	408	0.0280701754385965	NA
"Biotech_127"	"J6*02"	407	0.105604566683965	NA
"CD1268"	"J2*01"	407	0.0186270022883295	NA
"Biotech_105"	"J2*01"	406	0.0247063834966227	NA
"HC_22_BB"	"J1*01"	405	0.0122415669205658	NA
"Biotech_064"	"J1*01"	402	0.0117153348487498	NA
"Biotech_091"	"J2*01"	401	0.0297059041410475	NA
"HC_35_BB"	"J1*01"	399	0.0101022888393761	NA
"Biotech_096"	"J1*01"	397	0.0134153347075322	NA
"Biotech_100"	"J1*01"	395	0.0132341608871913	NA
"HC_32_BB"	"J2*01"	395	0.0257061043863074	NA
"Biotech_050"	"J1*01"	392	0.0100541178281054	NA
"Biotech_110"	"J1*01"	390	0.0154590137941969	NA
"Biotech_094"	"J1*01"	389	0.0125853311333269	NA
"CD1096"	"J2*01"	382	0.0427627896563305	NA
"CD1120"	"J1*01"	381	0.0115650801359883	NA
"BC_12"	"J1*01"	369	0.0091738557541705	NA
"HC_31_BB"	"J1*01"	369	0.0117493472584856	NA
"HC_15_BB"	"J1*01"	363	0.0147994129158513	NA
"HC_34_BB"	"J6*02"	355	0.217391304347826	NA
"HC_37_BB"	"J5*02"	352	0.136964980544747	NA
"CD1127"	"J1*01"	351	0.00904103237771424	NA
"HC_36_BB"	"J1*01"	339	0.0130802176177798	NA
"CD0838"	"J2*01"	333	0.0283307810107198	NA
"HC_09_BB"	"J1*01"	333	0.0123132672681556	NA
"CD1363_HC"	"J1*01"	328	0.0116692756510602	NA
"Biotech_085"	"J3*02"	320	0.109814687714482	NA
"Biotech_106"	"J2*01"	306	0.0305267358339984	NA
"Biotech_085"	"J5*02"	294	0.10089224433768	NA
"HC_30_BB"	"J2*01"	294	0.0248268873501098	NA
"Biotech_099"	"J3*02"	292	0.127011744236625	NA
"Biotech_099"	"J6*02"	281	0.122227055241409	NA
"HC_12_BB"	"J1*01"	279	0.0137397813454151	NA
"Biotech_099"	"J5*02"	277	0.120487168334058	NA
"Biotech_083"	"J1*01"	272	0.0128060263653484	NA
"Biotech_131"	"J1*01"	271	0.0194600028723251	NA
"HC_13_BB"	"J1*01"	269	0.0133280483575286	NA
"Biotech_127"	"J6*03"	253	0.0656460819927348	NA
"CD1187"	"J2*01"	245	0.0276461295418641	NA
"CD1114"	"J3*02"	241	0.145443572721786	NA
"HC_33_BB"	"J1*01"	239	0.0153401797175866	NA
"Biotech_078"	"J1*01"	237	0.013154973357016	NA
"Biotech_115"	"J1*01"	236	0.0162366701066391	NA
"Biotech_080"	"J1*01"	235	0.018515600378191	NA
"Biotech_121"	"J1*01"	231	0.011221763419966	NA
"Biotech_072"	"J2*01"	230	0.0322761717653663	NA
"Biotech_103"	"J2*01"	229	0.0254954353150746	NA
"HC_38_BB"	"J2*01"	224	0.0170135196718821	NA
"Biotech_120"	"J2*01"	220	0.0291545189504373	NA
"CD1096"	"J1*01"	219	0.0245158401432889	NA
"Biotech_101"	"J2*01"	205	0.030289598108747	NA
"HC_32_BB"	"J1*01"	196	0.012755434075231	NA
"HC_37_BB"	"J3*02"	195	0.075875486381323	NA
"CD1268"	"J1*01"	192	0.00878718535469108	NA
"Biotech_099"	"J6*03"	187	0.0813397129186603	NA
"Biotech_075"	"J2*01"	184	0.0246417570644168	NA
"Biotech_091"	"J1*01"	183	0.0135565597451663	NA
"Biotech_105"	"J1*01"	183	0.0111361285218767	NA
"Biotech_079"	"J2*01"	181	0.0270958083832335	NA
"HC_34_BB"	"J3*02"	181	0.110838946723821	NA
"CD1187"	"J1*01"	180	0.02031144211239	NA
"CD1114"	"J5*02"	176	0.106216053108027	NA
"HC_34_BB"	"J5*02"	176	0.10777709736681	NA
"CD0838"	"J1*01"	173	0.0147183937383019	NA
"CD1149"	"J1*01"	166	0.0100587771920257	NA
"CD1114"	"J6*03"	146	0.088111044055522	NA
"CD1114"	"J6*02"	138	0.0832830416415208	NA
"HC_30_BB"	"J1*01"	138	0.0116534369194393	NA
"Biotech_132"	"J2*01"	135	0.0180505415162455	NA
"Biotech_103"	"J1*01"	134	0.014918726341572	NA
"HC_38_BB"	"J1*01"	134	0.0101777305180009	NA
"Biotech_075"	"J1*01"	126	0.0168742466854158	NA
"Biotech_093"	"J2*01"	122	0.026281775096941	NA
"Biotech_106"	"J1*01"	119	0.0118715083798883	NA
"Biotech_127"	"J2*01"	116	0.030098598858329	NA
"Biotech_101"	"J1*01"	103	0.0152186761229314	NA
"Biotech_079"	"J1*01"	101	0.0151197604790419	NA
"Biotech_120"	"J1*01"	101	0.0133845746090644	NA
"Biotech_072"	"J1*01"	93	0.0130507998877351	NA
"Biotech_085"	"J2*01"	69	0.0236787920384351	NA
"CD1114"	"J2*01"	66	0.03983101991551	NA
"Biotech_093"	"J1*01"	65	0.0140025850926325	NA
"Biotech_099"	"J2*01"	64	0.0278381905176164	NA
"Biotech_132"	"J1*01"	59	0.00788875518117395	NA
"Biotech_127"	"J1*01"	57	0.0147898287493513	NA
"HC_34_BB"	"J2*01"	56	0.0342927127985303	NA
"Biotech_085"	"J1*01"	44	0.0150995195607412	NA
"HC_37_BB"	"J2*01"	39	0.0151750972762646	NA
"CD1114"	"J1*01"	29	0.0175015087507544	NA
"HC_34_BB"	"J1*01"	28	0.0171463563992652	NA
"HC_37_BB"	"J1*01"	22	0.00856031128404669	NA
"Biotech_099"	"J1*01"	20	0.00869943453675511	NA
